failure_id,machine_id,failure_date,failure_mode,downtime_hrs,repair_hrs,technician_id,root_cause,corrective_action,component,failure_type,technician_type,part_replaced,part_cost_usd,part_lead_time_days,time_to_diagnose_hrs
F00994,LT-B1,2024-05-31,Belt slippage,6.49,7.46,TECH-004,Lack of preventive maintenance,Part replacement,feed_mechanism,mechanical,mechanical,drive_belt,39.93,1,0.98
F00995,LT-B1,2024-06-06,Bearing failure,6.15,5.04,TECH-008,Material defect,PM schedule updated,spindle,mechanical,mechanical,precision_bearing,102.92,5,1.11
F00996,LT-B1,2024-06-09,Belt slippage,8.76,7.65,TECH-005,Component wear,Part replacement,feed_mechanism,mechanical,mechanical,drive_belt,27.87,3,0.85
F00997,LT-B1,2024-06-16,Bearing failure,9.01,7.98,TECH-007,Calibration drift,Vendor notified,spindle,mechanical,mechanical,precision_bearing,174.89,2,0.86
F00998,LT-B1,2024-06-17,Chuck misalignment,8.01,7.36,TECH-005,Calibration drift,Operator retraining,chuck_assembly,mechanical,mechanical,chuck_jaw_set,267.73,5,2.08
F00999,LT-B1,2024-06-18,Chuck misalignment,9.44,5.12,TECH-004,Overloading,Recalibration,chuck_assembly,mechanical,mechanical,chuck_jaw_set,203.54,7,0.93
F01000,LT-B1,2024-06-19,Chuck misalignment,8.78,7.35,TECH-004,Calibration drift,Recalibration,chuck_assembly,mechanical,mechanical,chuck_jaw_set,251.11,5,1.65
F01001,LT-B1,2024-06-20,Bearing failure,6.93,5.18,TECH-008,Component wear,PM schedule updated,spindle,mechanical,mechanical,precision_bearing,59.23,4,1.26
F01002,LT-B1,2024-06-29,Belt slippage,6.72,7.04,TECH-007,Design limitation,Part replacement,feed_mechanism,mechanical,mechanical,drive_belt,65.94,3,0.55
F01003,LT-B1,2024-06-30,Spindle wear,9.44,6.92,TECH-008,Contamination,Design modification,spindle,mechanical,mechanical,spindle_bearing,133.86,6,1.66
F01004,LT-B1,2024-07-07,Bearing failure,10.38,6.14,TECH-001,Design limitation,Design modification,spindle,mechanical,mechanical,precision_bearing,121.55,5,1.21
F01005,LT-B1,2024-07-09,Chuck misalignment,7.17,7.73,TECH-003,Lack of preventive maintenance,Design modification,chuck_assembly,mechanical,mechanical,chuck_jaw_set,194.02,6,1.3
F01006,LT-B1,2024-07-10,Chuck misalignment,8.9,7.83,TECH-008,Component wear,Part replacement,chuck_assembly,mechanical,mechanical,chuck_jaw_set,135.48,5,1.45
F01007,LT-B1,2024-07-11,Bearing failure,6.74,6.36,TECH-006,Lack of preventive maintenance,Recalibration,spindle,mechanical,mechanical,precision_bearing,159.58,3,0.85
F01008,LT-B1,2024-07-12,Chuck misalignment,9.36,6.32,TECH-007,Design limitation,PM schedule updated,chuck_assembly,mechanical,mechanical,chuck_jaw_set,207.78,3,1.15
F01009,LT-B1,2024-07-14,Chuck misalignment,7.91,5.49,TECH-007,Component wear,PM schedule updated,chuck_assembly,mechanical,mechanical,chuck_jaw_set,146.11,4,1.13
F01010,LT-B1,2024-07-17,Electrical fault,3.03,6.67,TECH-008,Lack of preventive maintenance,Recalibration,electrical_panel,electrical,electrical,terminal_block,51.81,2,2.22
F01011,LT-B1,2024-07-18,Chuck misalignment,7.87,6.85,TECH-003,Calibration drift,Operator retraining,chuck_assembly,mechanical,mechanical,chuck_jaw_set,144.16,7,1.95
F01012,LT-B1,2024-07-19,Belt slippage,9.6,5.57,TECH-006,Calibration drift,Operator retraining,feed_mechanism,mechanical,mechanical,drive_belt,65.94,3,0.63
F01013,LT-B1,2024-07-20,Bearing failure,10.02,4.35,TECH-006,Operator error,Recalibration,spindle,mechanical,mechanical,precision_bearing,132.52,4,0.89
F01014,LT-B1,2024-07-25,Electrical fault,8.3,7.22,TECH-005,Material defect,Design modification,electrical_panel,electrical,electrical,terminal_block,18.89,2,2.47
F01015,LT-B1,2024-08-09,Spindle wear,11.13,6.56,TECH-007,Operator error,Recalibration,spindle,mechanical,mechanical,spindle_bearing,272.26,4,1.03
F01016,LT-B1,2024-08-12,Bearing failure,5.99,4.06,TECH-005,Operator error,Operator retraining,spindle,mechanical,mechanical,precision_bearing,56.55,5,0.72
F01017,LT-B1,2024-08-13,Chuck misalignment,8.63,6.23,TECH-003,Lack of preventive maintenance,Part replacement,chuck_assembly,mechanical,mechanical,chuck_jaw_set,201.15,3,1.25
F01018,LT-B1,2024-08-14,Chuck misalignment,7.21,5.07,TECH-001,Contamination,Part replacement,chuck_assembly,mechanical,mechanical,chuck_jaw_set,159.97,5,1.16
F01019,LT-B1,2024-08-16,Electrical fault,9.45,6.15,TECH-003,Material defect,Part replacement,electrical_panel,electrical,electrical,terminal_block,38.27,1,1.14
F01020,LT-B1,2024-08-20,Bearing failure,7.08,8.78,TECH-007,Operator error,Operator retraining,spindle,mechanical,mechanical,precision_bearing,94.96,5,1.27
F01021,LT-B1,2024-08-21,Belt slippage,8.01,8.73,TECH-002,Lack of preventive maintenance,Recalibration,feed_mechanism,mechanical,mechanical,drive_belt,50.8,1,1.0
F01022,LT-B1,2024-08-22,Spindle wear,8.09,5.45,TECH-002,Design limitation,Operator retraining,spindle,mechanical,mechanical,spindle_bearing,367.0,5,0.78
F01023,LT-B1,2024-08-26,Electrical fault,7.41,3.58,TECH-003,Contamination,Vendor notified,electrical_panel,electrical,electrical,terminal_block,55.41,3,0.72
F01024,LT-B1,2024-08-27,Belt slippage,6.92,7.14,TECH-007,Calibration drift,PM schedule updated,feed_mechanism,mechanical,mechanical,drive_belt,46.58,1,0.38
F01025,LT-B1,2024-08-29,Chuck misalignment,4.9,7.52,TECH-003,Overloading,Vendor notified,chuck_assembly,mechanical,mechanical,chuck_jaw_set,218.83,6,1.97
F01026,LT-B1,2024-08-30,Belt slippage,9.53,6.8,TECH-004,Component wear,Operator retraining,feed_mechanism,mechanical,mechanical,drive_belt,49.38,3,0.75
F01027,LT-B1,2024-08-31,Belt slippage,7.31,6.07,TECH-007,Operator error,Operator retraining,feed_mechanism,mechanical,mechanical,drive_belt,42.99,2,0.36
F01028,LT-B1,2024-09-01,Chuck misalignment,10.75,6.3,TECH-004,Overloading,PM schedule updated,chuck_assembly,mechanical,mechanical,chuck_jaw_set,224.8,3,1.89
F01029,LT-B1,2024-09-03,Electrical fault,3.67,5.59,TECH-002,Overloading,Operator retraining,electrical_panel,electrical,electrical,terminal_block,18.85,2,1.68
F01030,LT-B1,2024-09-04,Chuck misalignment,6.46,5.07,TECH-006,Design limitation,Design modification,chuck_assembly,mechanical,mechanical,chuck_jaw_set,252.28,5,1.18
F01031,LT-B1,2024-09-05,Belt slippage,6.84,6.49,TECH-003,Component wear,Operator retraining,feed_mechanism,mechanical,mechanical,drive_belt,54.86,1,0.88
F01032,LT-B1,2024-09-06,Chuck misalignment,5.17,7.52,TECH-008,Calibration drift,Design modification,chuck_assembly,mechanical,mechanical,chuck_jaw_set,139.57,6,2.17
F01033,LT-B1,2024-09-10,Spindle wear,5.43,8.94,TECH-004,Component wear,Part replacement,spindle,mechanical,mechanical,spindle_bearing,126.76,4,1.0
F01034,LT-B1,2024-09-13,Bearing failure,4.66,4.9,TECH-007,Lack of preventive maintenance,Part replacement,spindle,mechanical,mechanical,precision_bearing,79.33,5,0.49
F01035,LT-B1,2024-09-14,Belt slippage,10.64,6.66,TECH-007,Calibration drift,PM schedule updated,feed_mechanism,mechanical,mechanical,drive_belt,45.6,3,0.44
F01036,LT-B1,2024-09-16,Belt slippage,9.62,6.3,TECH-005,Operator error,Recalibration,feed_mechanism,mechanical,mechanical,drive_belt,45.91,2,0.57
F01037,LT-B1,2024-09-17,Spindle wear,9.1,8.73,TECH-001,Material defect,Operator retraining,spindle,mechanical,mechanical,spindle_bearing,319.59,6,1.73
F01038,LT-B1,2024-09-19,Electrical fault,6.57,5.38,TECH-004,Operator error,PM schedule updated,electrical_panel,electrical,electrical,terminal_block,24.72,3,1.12
F01039,LT-B1,2024-09-22,Bearing failure,9.02,7.59,TECH-003,Component wear,Vendor notified,spindle,mechanical,mechanical,precision_bearing,169.16,3,1.22
F01040,LT-B1,2024-09-25,Belt slippage,9.95,6.17,TECH-004,Material defect,PM schedule updated,feed_mechanism,mechanical,mechanical,drive_belt,71.95,1,0.9
F01041,LT-B1,2024-09-27,Bearing failure,8.12,6.14,TECH-002,Overloading,Operator retraining,spindle,mechanical,mechanical,precision_bearing,106.4,5,1.03
F01042,LT-B1,2024-10-01,Electrical fault,7.59,4.76,TECH-005,Lack of preventive maintenance,Operator retraining,electrical_panel,electrical,electrical,terminal_block,58.69,3,0.74
F01043,LT-B1,2024-10-02,Belt slippage,4.68,6.33,TECH-004,Lack of preventive maintenance,Design modification,feed_mechanism,mechanical,mechanical,drive_belt,29.64,2,0.46
F01044,LT-B1,2024-10-03,Chuck misalignment,5.6,5.74,TECH-007,Calibration drift,Part replacement,chuck_assembly,mechanical,mechanical,chuck_jaw_set,226.57,6,1.16
F01045,LT-B1,2024-10-04,Belt slippage,9.47,6.05,TECH-001,Component wear,PM schedule updated,feed_mechanism,mechanical,mechanical,drive_belt,68.99,3,0.6
F01046,LT-B1,2024-10-07,Electrical fault,5.75,6.77,TECH-004,Contamination,Design modification,electrical_panel,electrical,electrical,terminal_block,59.74,3,1.38
F01047,LT-B1,2024-10-11,Chuck misalignment,7.32,5.07,TECH-007,Overloading,Vendor notified,chuck_assembly,mechanical,mechanical,chuck_jaw_set,199.08,4,1.42
F01048,LT-B1,2024-10-13,Spindle wear,6.39,7.63,TECH-004,Design limitation,Vendor notified,spindle,mechanical,mechanical,spindle_bearing,334.0,4,1.8
F01049,LT-B1,2024-10-16,Spindle wear,7.29,5.91,TECH-003,Calibration drift,Part replacement,spindle,mechanical,mechanical,spindle_bearing,348.14,8,0.79
F01050,LT-B1,2024-10-19,Spindle wear,9.93,5.97,TECH-004,Lack of preventive maintenance,Part replacement,spindle,mechanical,mechanical,spindle_bearing,362.27,8,1.11
F01051,LT-B1,2024-10-20,Spindle wear,7.6,8.45,TECH-001,Operator error,PM schedule updated,spindle,mechanical,mechanical,spindle_bearing,229.85,7,1.28
F01052,LT-B1,2024-10-21,Spindle wear,7.07,6.06,TECH-008,Design limitation,PM schedule updated,spindle,mechanical,mechanical,spindle_bearing,195.02,6,0.83
F01053,LT-B1,2024-10-24,Electrical fault,8.21,4.29,TECH-005,Component wear,Vendor notified,electrical_panel,electrical,electrical,terminal_block,22.45,2,1.41
F01054,LT-B1,2024-10-29,Bearing failure,7.07,6.13,TECH-008,Calibration drift,Part replacement,spindle,mechanical,mechanical,precision_bearing,133.77,3,1.09
F01055,LT-B1,2024-11-07,Bearing failure,8.33,4.75,TECH-001,Operator error,Recalibration,spindle,mechanical,mechanical,precision_bearing,108.57,2,0.62
F01056,LT-B1,2024-11-09,Spindle wear,10.75,4.43,TECH-005,Calibration drift,Design modification,spindle,mechanical,mechanical,spindle_bearing,333.96,5,0.57
F01057,LT-B1,2024-11-10,Chuck misalignment,8.58,5.95,TECH-006,Component wear,Part replacement,chuck_assembly,mechanical,mechanical,chuck_jaw_set,234.66,7,1.41
F01058,LT-B1,2024-11-14,Bearing failure,5.92,7.0,TECH-004,Calibration drift,PM schedule updated,spindle,mechanical,mechanical,precision_bearing,162.87,5,1.01
F01059,LT-B1,2024-11-15,Belt slippage,8.53,7.4,TECH-006,Material defect,Recalibration,feed_mechanism,mechanical,mechanical,drive_belt,68.73,2,0.96
F01060,LT-B1,2024-11-18,Spindle wear,4.43,6.08,TECH-007,Overloading,Operator retraining,spindle,mechanical,mechanical,spindle_bearing,292.79,7,1.38
F01061,LT-B1,2024-11-23,Chuck misalignment,10.04,6.03,TECH-001,Calibration drift,Recalibration,chuck_assembly,mechanical,mechanical,chuck_jaw_set,278.9,3,1.64
F01062,LT-B1,2024-11-26,Bearing failure,7.32,4.96,TECH-002,Contamination,PM schedule updated,spindle,mechanical,mechanical,precision_bearing,148.07,3,0.83
F01063,LT-B1,2024-11-27,Belt slippage,8.09,5.13,TECH-001,Component wear,Design modification,feed_mechanism,mechanical,mechanical,drive_belt,71.13,1,0.55
F01064,LT-B1,2024-11-28,Electrical fault,5.71,4.99,TECH-005,Overloading,Operator retraining,electrical_panel,electrical,electrical,terminal_block,23.72,2,0.97
F01065,LT-B1,2024-12-03,Chuck misalignment,6.59,3.98,TECH-006,Lack of preventive maintenance,PM schedule updated,chuck_assembly,mechanical,mechanical,chuck_jaw_set,254.51,6,0.83
F01066,LT-B1,2024-12-08,Belt slippage,6.95,6.03,TECH-008,Material defect,Design modification,feed_mechanism,mechanical,mechanical,drive_belt,35.04,2,0.6
F01067,LT-B1,2024-12-10,Chuck misalignment,6.25,5.55,TECH-007,Material defect,PM schedule updated,chuck_assembly,mechanical,mechanical,chuck_jaw_set,248.93,4,0.89
F01068,LT-B1,2024-12-11,Spindle wear,5.91,6.2,TECH-005,Material defect,Part replacement,spindle,mechanical,mechanical,spindle_bearing,269.45,8,1.05
F01069,LT-B1,2024-12-12,Spindle wear,7.12,7.6,TECH-001,Lack of preventive maintenance,Design modification,spindle,mechanical,mechanical,spindle_bearing,279.71,6,1.21
F01070,LT-B1,2024-12-14,Belt slippage,7.98,8.74,TECH-002,Lack of preventive maintenance,PM schedule updated,feed_mechanism,mechanical,mechanical,drive_belt,47.01,2,0.95
F01071,LT-B1,2024-12-15,Bearing failure,6.8,6.47,TECH-008,Design limitation,Design modification,spindle,mechanical,mechanical,precision_bearing,117.62,2,1.44
F01072,LT-B1,2024-12-18,Electrical fault,2.47,7.58,TECH-004,Contamination,PM schedule updated,electrical_panel,electrical,electrical,terminal_block,58.26,2,1.65
F01073,LT-B1,2024-12-19,Spindle wear,8.47,4.49,TECH-007,Material defect,Part replacement,spindle,mechanical,mechanical,spindle_bearing,328.15,6,0.55
F01074,LT-B1,2024-12-20,Chuck misalignment,4.65,5.3,TECH-008,Operator error,Recalibration,chuck_assembly,mechanical,mechanical,chuck_jaw_set,213.23,7,1.02
F01075,LT-B1,2024-12-23,Bearing failure,8.18,6.03,TECH-007,Component wear,Operator retraining,spindle,mechanical,mechanical,precision_bearing,147.4,3,1.21
F01076,LT-B1,2024-12-24,Belt slippage,10.39,7.42,TECH-007,Design limitation,Design modification,feed_mechanism,mechanical,mechanical,drive_belt,35.52,1,0.75
F01077,LT-B1,2024-12-25,Belt slippage,5.94,7.15,TECH-007,Component wear,Recalibration,feed_mechanism,mechanical,mechanical,drive_belt,72.28,2,0.98
F01078,LT-B1,2024-12-26,Electrical fault,5.65,6.64,TECH-002,Material defect,Operator retraining,electrical_panel,electrical,electrical,terminal_block,71.3,2,2.16
F01079,LT-B1,2024-12-27,Chuck misalignment,7.7,3.38,TECH-002,Overloading,Part replacement,chuck_assembly,mechanical,mechanical,chuck_jaw_set,146.54,7,0.52
F01080,LT-B1,2024-12-28,Spindle wear,7.3,6.34,TECH-002,Contamination,PM schedule updated,spindle,mechanical,mechanical,spindle_bearing,222.26,7,1.46
F01081,LT-B1,2025-01-08,Spindle wear,7.06,7.92,TECH-003,Overloading,Part replacement,spindle,mechanical,mechanical,spindle_bearing,299.08,7,1.25
F01082,LT-B1,2025-01-14,Spindle wear,7.26,7.5,TECH-008,Lack of preventive maintenance,Part replacement,spindle,mechanical,mechanical,spindle_bearing,331.2,6,1.55
F01083,LT-B1,2025-01-15,Belt slippage,8.34,6.66,TECH-005,Calibration drift,PM schedule updated,feed_mechanism,mechanical,mechanical,drive_belt,46.83,2,0.49
F01084,LT-B1,2025-01-18,Electrical fault,4.73,6.82,TECH-003,Component wear,Design modification,electrical_panel,electrical,electrical,terminal_block,27.2,3,1.9
F01085,LT-B1,2025-01-20,Spindle wear,8.01,4.58,TECH-006,Operator error,Design modification,spindle,mechanical,mechanical,spindle_bearing,372.72,3,0.63
F01086,LT-B1,2025-01-22,Belt slippage,6.6,7.01,TECH-006,Lack of preventive maintenance,Vendor notified,feed_mechanism,mechanical,mechanical,drive_belt,29.39,1,0.95
F01087,LT-B1,2025-01-27,Spindle wear,7.55,4.63,TECH-001,Design limitation,Design modification,spindle,mechanical,mechanical,spindle_bearing,178.86,4,1.15
F01088,LT-B1,2025-01-29,Electrical fault,7.29,6.07,TECH-001,Material defect,Operator retraining,electrical_panel,electrical,electrical,terminal_block,18.66,2,1.59
F01089,LT-B1,2025-01-30,Electrical fault,10.64,6.72,TECH-003,Lack of preventive maintenance,PM schedule updated,electrical_panel,electrical,electrical,terminal_block,45.66,3,1.49
F01090,LT-B1,2025-02-02,Electrical fault,7.89,8.53,TECH-008,Operator error,Design modification,electrical_panel,electrical,electrical,terminal_block,40.16,3,1.57
F01091,LT-B1,2025-02-04,Bearing failure,7.32,6.73,TECH-006,Overloading,Recalibration,spindle,mechanical,mechanical,precision_bearing,147.6,5,0.81
F01092,LT-B1,2025-02-05,Chuck misalignment,8.88,5.62,TECH-002,Operator error,Part replacement,chuck_assembly,mechanical,mechanical,chuck_jaw_set,182.95,6,1.6
F01093,LT-B1,2025-02-06,Bearing failure,7.53,7.31,TECH-003,Design limitation,Operator retraining,spindle,mechanical,mechanical,precision_bearing,55.34,4,1.34
F01094,LT-B1,2025-02-08,Spindle wear,12.43,7.7,TECH-001,Lack of preventive maintenance,PM schedule updated,spindle,mechanical,mechanical,spindle_bearing,206.86,4,1.08
F01095,LT-B1,2025-02-09,Chuck misalignment,6.94,7.71,TECH-005,Overloading,Part replacement,chuck_assembly,mechanical,mechanical,chuck_jaw_set,193.61,6,1.77
F01096,LT-B1,2025-02-10,Spindle wear,7.97,8.25,TECH-008,Overloading,Part replacement,spindle,mechanical,mechanical,spindle_bearing,303.74,4,1.54
F01097,LT-B1,2025-02-11,Bearing failure,6.77,8.0,TECH-008,Lack of preventive maintenance,Operator retraining,spindle,mechanical,mechanical,precision_bearing,66.64,3,1.01
F01098,LT-B1,2025-02-13,Electrical fault,8.12,6.37,TECH-002,Material defect,Design modification,electrical_panel,electrical,electrical,terminal_block,59.3,3,1.41
F01099,LT-B1,2025-02-15,Belt slippage,9.58,7.7,TECH-002,Material defect,Recalibration,feed_mechanism,mechanical,mechanical,drive_belt,63.49,1,0.53
F01100,LT-B1,2025-02-16,Electrical fault,11.19,6.29,TECH-007,Calibration drift,Part replacement,electrical_panel,electrical,electrical,terminal_block,44.84,1,0.98
F01101,LT-B1,2025-02-17,Chuck misalignment,4.22,7.04,TECH-003,Lack of preventive maintenance,Part replacement,chuck_assembly,mechanical,mechanical,chuck_jaw_set,156.05,3,1.94
F01102,LT-B1,2025-02-23,Belt slippage,5.18,6.7,TECH-006,Material defect,Design modification,feed_mechanism,mechanical,mechanical,drive_belt,26.28,3,0.93
F01103,LT-B1,2025-02-27,Electrical fault,7.57,7.26,TECH-002,Design limitation,Part replacement,electrical_panel,electrical,electrical,terminal_block,61.07,3,2.1
F01104,LT-B1,2025-02-28,Electrical fault,8.57,7.0,TECH-005,Overloading,Recalibration,electrical_panel,electrical,electrical,terminal_block,54.4,3,1.79
F01105,LT-B1,2025-03-02,Chuck misalignment,9.45,6.2,TECH-005,Calibration drift,PM schedule updated,chuck_assembly,mechanical,mechanical,chuck_jaw_set,224.45,6,1.02
F01106,LT-B1,2025-03-03,Belt slippage,9.57,6.37,TECH-006,Lack of preventive maintenance,Vendor notified,feed_mechanism,mechanical,mechanical,drive_belt,38.74,3,0.36
F01107,LT-B1,2025-03-04,Bearing failure,10.16,5.66,TECH-001,Component wear,Operator retraining,spindle,mechanical,mechanical,precision_bearing,173.1,4,1.14
F01108,LT-B1,2025-03-06,Belt slippage,7.05,5.08,TECH-002,Operator error,Design modification,feed_mechanism,mechanical,mechanical,drive_belt,66.58,2,0.76
F01109,LT-B1,2025-03-07,Bearing failure,9.24,4.81,TECH-006,Overloading,Design modification,spindle,mechanical,mechanical,precision_bearing,75.22,3,1.12
F01110,LT-B1,2025-03-08,Bearing failure,9.27,8.49,TECH-002,Calibration drift,PM schedule updated,spindle,mechanical,mechanical,precision_bearing,61.11,5,1.81
F01111,LT-B1,2025-03-14,Bearing failure,6.5,6.81,TECH-005,Contamination,Recalibration,spindle,mechanical,mechanical,precision_bearing,99.34,4,1.21
F01112,LT-B1,2025-03-15,Spindle wear,6.55,5.78,TECH-004,Calibration drift,PM schedule updated,spindle,mechanical,mechanical,spindle_bearing,187.53,6,0.7
F01113,LT-B1,2025-03-16,Electrical fault,4.76,6.59,TECH-004,Lack of preventive maintenance,Recalibration,electrical_panel,electrical,electrical,terminal_block,24.32,3,1.83
F01114,LT-B1,2025-03-26,Chuck misalignment,7.19,6.02,TECH-008,Component wear,Design modification,chuck_assembly,mechanical,mechanical,chuck_jaw_set,176.23,3,1.1
F01115,LT-B1,2025-03-27,Electrical fault,7.6,4.56,TECH-003,Operator error,Design modification,electrical_panel,electrical,electrical,terminal_block,55.36,1,1.18
F01116,LT-B1,2025-03-28,Electrical fault,9.19,6.9,TECH-004,Design limitation,Recalibration,electrical_panel,electrical,electrical,terminal_block,68.49,3,1.57
F01117,LT-B1,2025-04-01,Electrical fault,12.91,7.0,TECH-005,Calibration drift,Part replacement,electrical_panel,electrical,electrical,terminal_block,63.14,3,2.09
F01118,LT-B1,2025-04-07,Bearing failure,4.85,4.09,TECH-006,Overloading,Operator retraining,spindle,mechanical,mechanical,precision_bearing,178.56,2,0.93
F01119,LT-B1,2025-04-08,Chuck misalignment,6.87,5.18,TECH-001,Material defect,Part replacement,chuck_assembly,mechanical,mechanical,chuck_jaw_set,212.75,5,1.05
F01120,LT-B1,2025-04-09,Bearing failure,5.93,7.18,TECH-007,Material defect,PM schedule updated,spindle,mechanical,mechanical,precision_bearing,139.94,4,1.55
F01121,LT-B1,2025-04-10,Spindle wear,7.4,6.37,TECH-007,Operator error,Recalibration,spindle,mechanical,mechanical,spindle_bearing,379.54,3,0.7
F01122,LT-B1,2025-04-11,Bearing failure,7.46,6.91,TECH-001,Calibration drift,Operator retraining,spindle,mechanical,mechanical,precision_bearing,129.48,3,0.81
F01123,LT-B1,2025-04-15,Chuck misalignment,5.51,5.5,TECH-005,Material defect,Part replacement,chuck_assembly,mechanical,mechanical,chuck_jaw_set,159.16,6,1.43
F01124,LT-B1,2025-04-16,Chuck misalignment,11.36,5.87,TECH-004,Operator error,Design modification,chuck_assembly,mechanical,mechanical,chuck_jaw_set,149.41,4,1.03
F01125,LT-B1,2025-04-18,Electrical fault,8.04,4.69,TECH-002,Operator error,Part replacement,electrical_panel,electrical,electrical,terminal_block,20.43,1,1.35
F01126,LT-B1,2025-04-24,Bearing failure,4.86,8.4,TECH-003,Lack of preventive maintenance,Operator retraining,spindle,mechanical,mechanical,precision_bearing,59.99,5,0.88
F01127,LT-B1,2025-04-25,Bearing failure,6.21,5.61,TECH-001,Lack of preventive maintenance,PM schedule updated,spindle,mechanical,mechanical,precision_bearing,124.83,4,1.06
F01128,LT-B1,2025-04-29,Belt slippage,5.6,7.54,TECH-004,Lack of preventive maintenance,Operator retraining,feed_mechanism,mechanical,mechanical,drive_belt,45.03,1,1.07
F01129,PB-B1,2024-01-10,Conveyor jam,4.51,2.43,TECH-001,Calibration drift,Design modification,conveyor_system,mechanical,mechanical,conveyor_chain,174.0,6,0.26
F01130,PB-B1,2024-01-12,Control panel fault,3.75,3.26,TECH-002,Material defect,Design modification,control_panel,electrical,electrical,hmi_board,633.67,12,1.62
F01131,PB-B1,2024-01-13,Atomizer wear,2.76,2.97,TECH-008,Component wear,Recalibration,spray_system,mechanical,mechanical,atomizer_nozzle,182.17,2,0.4
F01132,PB-B1,2024-01-14,Control panel fault,4.05,3.09,TECH-007,Contamination,PM schedule updated,control_panel,electrical,electrical,hmi_board,580.63,10,1.38
F01133,PB-B1,2024-01-19,Atomizer wear,3.11,2.91,TECH-005,Contamination,PM schedule updated,spray_system,mechanical,mechanical,atomizer_nozzle,107.18,5,0.49
F01134,PB-B1,2024-01-21,Filter saturation,4.79,3.04,TECH-001,Material defect,Design modification,filtration_system,mechanical,mechanical,paint_filter_set,70.97,1,0.26
F01135,PB-B1,2024-01-31,Conveyor jam,3.32,2.93,TECH-004,Material defect,Vendor notified,conveyor_system,mechanical,mechanical,conveyor_chain,246.85,7,0.41
F01136,PB-B1,2024-02-14,Atomizer wear,3.78,2.46,TECH-008,Contamination,Design modification,spray_system,mechanical,mechanical,atomizer_nozzle,128.9,4,0.26
F01137,PB-B1,2024-02-19,Conveyor jam,3.21,3.43,TECH-003,Operator error,Operator retraining,conveyor_system,mechanical,mechanical,conveyor_chain,276.32,4,0.57
F01138,PB-B1,2024-03-03,Pump clog,4.49,2.63,TECH-004,Material defect,Operator retraining,coolant_system,hydraulic,hydraulic,coolant_filter,27.08,1,0.19
F01139,PB-B1,2024-03-09,Conveyor jam,3.7,3.97,TECH-007,Material defect,Operator retraining,conveyor_system,mechanical,mechanical,conveyor_chain,235.5,7,0.44
F01140,PB-B1,2024-03-10,Pump clog,4.45,2.96,TECH-006,Lack of preventive maintenance,Design modification,coolant_system,hydraulic,hydraulic,coolant_filter,46.4,1,0.26
F01141,PB-B1,2024-03-11,Control panel fault,3.45,3.38,TECH-006,Lack of preventive maintenance,Part replacement,control_panel,electrical,electrical,hmi_board,420.69,9,1.56
F01142,PB-B1,2024-03-12,Conveyor jam,3.47,3.41,TECH-003,Contamination,Design modification,conveyor_system,mechanical,mechanical,conveyor_chain,180.77,5,0.73
F01143,PB-B1,2024-03-13,Conveyor jam,3.79,3.35,TECH-002,Lack of preventive maintenance,Vendor notified,conveyor_system,mechanical,mechanical,conveyor_chain,307.61,5,0.55
F01144,PB-B1,2024-03-14,Conveyor jam,2.55,1.97,TECH-004,Design limitation,Operator retraining,conveyor_system,mechanical,mechanical,conveyor_chain,268.3,6,0.33
F01145,PB-B1,2024-03-15,Control panel fault,4.08,2.18,TECH-007,Operator error,Part replacement,control_panel,electrical,electrical,hmi_board,433.34,12,0.79
F01146,PB-B1,2024-03-16,Filter saturation,5.02,2.51,TECH-007,Contamination,PM schedule updated,filtration_system,mechanical,mechanical,paint_filter_set,33.42,2,0.18
F01147,PB-B1,2024-03-21,Pump clog,4.27,2.94,TECH-004,Design limitation,Recalibration,coolant_system,hydraulic,hydraulic,coolant_filter,22.58,2,0.31
F01148,PB-B1,2024-03-23,Filter saturation,5.11,3.35,TECH-008,Material defect,Vendor notified,filtration_system,mechanical,mechanical,paint_filter_set,76.4,1,0.17
F01149,PB-B1,2024-03-24,Pump clog,2.29,3.16,TECH-003,Overloading,Vendor notified,coolant_system,hydraulic,hydraulic,coolant_filter,40.99,2,0.16
F01150,PB-B1,2024-04-01,Filter saturation,2.83,3.52,TECH-006,Contamination,Design modification,filtration_system,mechanical,mechanical,paint_filter_set,40.98,1,0.2
F01151,PB-B1,2024-04-08,Conveyor jam,3.37,2.32,TECH-007,Lack of preventive maintenance,Recalibration,conveyor_system,mechanical,mechanical,conveyor_chain,159.44,3,0.37
F01152,PB-B1,2024-04-09,Atomizer wear,4.12,4.14,TECH-004,Design limitation,Operator retraining,spray_system,mechanical,mechanical,atomizer_nozzle,151.71,3,0.41
F01153,PB-B1,2024-04-22,Conveyor jam,1.7,2.39,TECH-005,Operator error,Recalibration,conveyor_system,mechanical,mechanical,conveyor_chain,148.18,3,0.44
F01154,PB-B1,2024-04-30,Filter saturation,3.3,3.7,TECH-001,Calibration drift,Design modification,filtration_system,mechanical,mechanical,paint_filter_set,45.11,1,0.29
F01155,PB-B1,2024-05-06,Atomizer wear,2.7,3.3,TECH-006,Calibration drift,PM schedule updated,spray_system,mechanical,mechanical,atomizer_nozzle,107.16,3,0.8
F01156,PB-B1,2024-05-07,Conveyor jam,4.56,3.1,TECH-002,Contamination,Part replacement,conveyor_system,mechanical,mechanical,conveyor_chain,137.2,3,0.37
