year_month,machine_id,vsm,area,machine_type,failures_count,downtime_hrs,mtbf_hrs,mttr_hrs,availability_pct,downtime_cost_per_hr,monthly_downtime_cost,health_score,health_status
2024-02,CNC-G2,Gamma,Machining,CNC,3,6.0,230.0,1.94,99.14,195.0,1170.0,62.5,Monitor
2024-03,CNC-G2,Gamma,Machining,CNC,4,8.15,184.0,1.75,98.9,195.0,1589.25,58.4,Monitor
2024-04,CNC-G2,Gamma,Machining,CNC,3,7.36,237.5,2.08,98.98,195.0,1435.2,62.9,Monitor
2024-05,CNC-G2,Gamma,Machining,CNC,1,2.53,741.5,1.18,99.66,195.0,493.35,98.8,Healthy
2024-06,CNC-G2,Gamma,Machining,CNC,1,1.71,718.3,1.35,99.76,195.0,333.45,97.3,Healthy
2024-07,CNC-G2,Gamma,Machining,CNC,2,4.58,369.7,1.97,99.38,195.0,893.1,72.8,Healthy
2024-08,CNC-G2,Gamma,Machining,CNC,1,1.66,742.3,2.45,99.78,195.0,323.7,98.9,Healthy
2024-09,CNC-G2,Gamma,Machining,CNC,5,11.43,141.7,1.93,98.41,195.0,2228.85,54.5,Monitor
2024-10,CNC-G2,Gamma,Machining,CNC,5,12.15,146.4,1.98,98.37,195.0,2369.25,54.8,Monitor
2024-11,CNC-G2,Gamma,Machining,CNC,3,7.56,237.5,2.01,98.95,195.0,1474.2,62.9,Monitor
2024-12,CNC-G2,Gamma,Machining,CNC,4,9.35,183.7,2.15,98.74,195.0,1823.25,58.3,Monitor
2025-01,CNC-G2,Gamma,Machining,CNC,3,8.07,245.3,1.67,98.92,195.0,1573.65,63.4,Monitor
2025-02,CNC-G2,Gamma,Machining,CNC,3,8.57,221.1,1.98,98.72,195.0,1671.15,61.7,Monitor
2025-03,CNC-G2,Gamma,Machining,CNC,1,2.33,741.7,2.02,99.69,195.0,454.35,98.8,Healthy
2025-04,CNC-G2,Gamma,Machining,CNC,2,3.54,358.2,1.86,99.51,195.0,690.3,72.1,Healthy
2024-01,VMC-G1,Gamma,Machining,VMC,13,102.55,49.3,7.58,86.22,220.0,22561.0,37.4,Critical
2024-02,VMC-G1,Gamma,Machining,VMC,16,140.75,34.7,7.16,79.78,220.0,30965.0,31.7,Critical
2024-03,VMC-G1,Gamma,Machining,VMC,19,148.99,31.3,7.14,79.97,220.0,32777.8,28.8,Critical
2024-04,VMC-G1,Gamma,Machining,VMC,14,122.2,42.7,7.33,83.03,220.0,26884.0,35.1,Critical
2024-05,VMC-G1,Gamma,Machining,VMC,14,126.65,44.1,6.95,82.98,220.0,27863.0,35.1,Critical
2024-06,VMC-G1,Gamma,Machining,VMC,22,198.96,23.7,6.86,72.37,220.0,43771.2,23.3,Critical
2024-07,VMC-G1,Gamma,Machining,VMC,13,102.03,49.4,7.1,86.29,220.0,22446.6,37.4,Critical
2024-08,VMC-G1,Gamma,Machining,VMC,16,130.95,38.3,7.02,82.4,220.0,28809.0,32.7,Critical
2024-09,VMC-G1,Gamma,Machining,VMC,15,129.64,39.4,7.81,81.99,220.0,28520.8,33.6,Critical
2024-10,VMC-G1,Gamma,Machining,VMC,11,95.34,59.0,6.86,87.19,220.0,20974.8,40.1,Monitor
2024-11,VMC-G1,Gamma,Machining,VMC,16,133.81,36.6,6.8,81.42,220.0,29438.2,32.3,Critical
2024-12,VMC-G1,Gamma,Machining,VMC,16,137.88,37.9,6.6,81.47,220.0,30333.6,32.4,Critical
2025-01,VMC-G1,Gamma,Machining,VMC,16,135.22,38.0,6.97,81.83,220.0,29748.4,32.6,Critical
2025-02,VMC-G1,Gamma,Machining,VMC,16,122.46,34.3,6.29,81.78,220.0,26941.2,32.3,Critical
2025-03,VMC-G1,Gamma,Machining,VMC,12,104.61,53.3,7.25,85.94,220.0,23014.2,38.5,Critical
2025-04,VMC-G1,Gamma,Machining,VMC,14,120.71,42.8,6.19,83.23,220.0,26556.2,35.1,Critical
2024-01,PB-G1,Gamma,Painting,Paint Booth,2,6.26,368.9,2.52,99.16,165.0,1032.9,72.7,Healthy
2024-02,PB-G1,Gamma,Painting,Paint Booth,1,3.63,692.4,2.59,99.48,165.0,598.95,95.5,Healthy
2024-03,PB-G1,Gamma,Painting,Paint Booth,6,18.93,120.8,2.87,97.46,165.0,3123.45,51.9,Monitor
2024-04,PB-G1,Gamma,Painting,Paint Booth,9,30.54,76.6,2.74,95.76,165.0,5039.1,45.7,Monitor
2024-05,PB-G1,Gamma,Painting,Paint Booth,5,11.62,146.5,2.63,98.44,165.0,1917.3,54.8,Monitor
2024-06,PB-G1,Gamma,Painting,Paint Booth,3,7.97,237.3,2.64,98.89,165.0,1315.05,62.9,Monitor
2024-07,PB-G1,Gamma,Painting,Paint Booth,4,9.74,183.6,2.59,98.69,165.0,1607.1,58.3,Monitor
2024-08,PB-G1,Gamma,Painting,Paint Booth,3,9.11,245.0,3.06,98.78,165.0,1503.15,63.4,Monitor
2024-09,PB-G1,Gamma,Painting,Paint Booth,7,23.47,99.5,2.67,96.74,165.0,3872.55,49.3,Monitor
2024-10,PB-G1,Gamma,Painting,Paint Booth,7,22.16,103.1,2.42,97.02,165.0,3656.4,49.7,Monitor
2024-11,PB-G1,Gamma,Painting,Paint Booth,3,10.5,236.5,1.89,98.54,165.0,1732.5,62.7,Monitor
2024-12,PB-G1,Gamma,Painting,Paint Booth,4,10.53,183.4,2.58,98.58,165.0,1737.45,58.3,Monitor
2025-01,PB-G1,Gamma,Painting,Paint Booth,5,14.95,145.8,2.51,97.99,165.0,2466.75,54.6,Monitor
2025-02,PB-G1,Gamma,Painting,Paint Booth,3,8.13,221.3,2.47,98.79,165.0,1341.45,61.8,Monitor
2025-03,PB-G1,Gamma,Painting,Paint Booth,4,11.4,183.2,2.68,98.47,165.0,1881.0,58.2,Monitor
2025-04,PB-G1,Gamma,Painting,Paint Booth,2,5.66,357.2,2.83,99.21,165.0,933.9,72.0,Healthy
2024-01,CF-G1,Gamma,Painting,Curing Furnace,1,3.39,740.6,3.98,99.54,230.0,779.7,98.7,Healthy
2024-02,CF-G1,Gamma,Painting,Curing Furnace,4,19.78,169.1,3.87,97.16,230.0,4549.4,56.9,Monitor
2024-03,CF-G1,Gamma,Painting,Curing Furnace,1,4.24,739.8,4.39,99.43,230.0,975.2,98.6,Healthy
2024-04,CF-G1,Gamma,Painting,Curing Furnace,5,25.44,138.9,4.06,96.47,230.0,5851.2,53.7,Monitor
2024-05,CF-G1,Gamma,Painting,Curing Furnace,3,13.01,243.7,4.07,98.25,230.0,2992.3,63.1,Monitor
2024-06,CF-G1,Gamma,Painting,Curing Furnace,4,16.93,175.8,4.25,97.65,230.0,3893.9,57.5,Monitor
2024-07,CF-G1,Gamma,Painting,Curing Furnace,1,4.31,739.7,4.01,99.42,230.0,991.3,98.6,Healthy
2024-08,CF-G1,Gamma,Painting,Curing Furnace,3,13.62,243.5,4.65,98.17,230.0,3132.6,63.1,Monitor
2024-09,CF-G1,Gamma,Painting,Curing Furnace,1,4.06,715.9,5.52,99.44,230.0,933.8,97.0,Healthy
2024-10,CF-G1,Gamma,Painting,Curing Furnace,5,25.94,143.6,4.58,96.51,230.0,5966.2,54.1,Monitor
2024-11,CF-G1,Gamma,Painting,Curing Furnace,7,36.47,97.6,4.32,94.93,230.0,8388.1,48.7,Monitor
2024-12,CF-G1,Gamma,Painting,Curing Furnace,3,12.82,243.7,4.9,98.28,230.0,2948.6,63.1,Monitor
2025-01,CF-G1,Gamma,Painting,Curing Furnace,7,33.69,101.5,3.54,95.47,230.0,7748.7,49.1,Monitor
2025-02,CF-G1,Gamma,Painting,Curing Furnace,2,6.01,333.0,3.62,99.11,230.0,1382.3,70.3,Healthy
2025-03,CF-G1,Gamma,Painting,Curing Furnace,3,13.64,243.5,3.09,98.17,230.0,3137.2,63.1,Monitor
2025-04,CF-G1,Gamma,Painting,Curing Furnace,5,20.0,140.0,4.2,97.22,230.0,4600.0,54.0,Monitor
2024-01,AS-G1,Gamma,Assembly,Assembly Station,1,1.28,742.7,0.85,99.83,80.0,102.4,99.0,Healthy
2024-02,AS-G1,Gamma,Assembly,Assembly Station,3,3.6,230.8,0.93,99.48,80.0,288.0,62.6,Monitor
2024-03,AS-G1,Gamma,Assembly,Assembly Station,5,6.14,147.6,1.01,99.17,80.0,491.2,55.1,Monitor
2024-04,AS-G1,Gamma,Assembly,Assembly Station,5,5.64,142.9,1.07,99.22,80.0,451.2,54.8,Monitor
2024-05,AS-G1,Gamma,Assembly,Assembly Station,2,2.54,370.7,0.86,99.66,80.0,203.2,73.0,Healthy
2024-06,AS-G1,Gamma,Assembly,Assembly Station,4,5.69,178.6,1.0,99.21,80.0,455.2,58.1,Monitor
2024-07,AS-G1,Gamma,Assembly,Assembly Station,5,5.55,147.7,0.97,99.25,80.0,444.0,55.2,Monitor
2024-08,AS-G1,Gamma,Assembly,Assembly Station,3,3.87,246.7,1.11,99.48,80.0,309.6,63.7,Monitor
2024-09,AS-G1,Gamma,Assembly,Assembly Station,3,3.09,239.0,0.93,99.57,80.0,247.2,63.2,Monitor
2024-10,AS-G1,Gamma,Assembly,Assembly Station,4,4.66,184.8,0.97,99.37,80.0,372.8,58.6,Monitor
2024-11,AS-G1,Gamma,Assembly,Assembly Station,6,7.5,118.8,0.97,98.96,80.0,600.0,52.2,Monitor
2024-12,AS-G1,Gamma,Assembly,Assembly Station,10,12.86,73.1,1.02,98.27,80.0,1028.8,45.3,Monitor
2025-01,AS-G1,Gamma,Assembly,Assembly Station,5,6.29,147.5,1.08,99.15,80.0,503.2,55.1,Monitor
2025-02,AS-G1,Gamma,Assembly,Assembly Station,3,3.45,222.8,1.01,99.49,80.0,276.0,62.1,Monitor
2025-03,AS-G1,Gamma,Assembly,Assembly Station,1,1.23,742.8,1.09,99.83,80.0,98.4,99.0,Healthy
2025-04,AS-G1,Gamma,Assembly,Assembly Station,3,2.98,239.0,0.89,99.59,80.0,238.4,63.2,Monitor
2024-01,AS-G2,Gamma,Assembly,Assembly Station,5,5.64,147.7,0.85,99.24,80.0,451.2,55.2,Monitor
2024-02,AS-G2,Gamma,Assembly,Assembly Station,6,6.84,114.9,0.85,99.02,80.0,547.2,52.0,Monitor
2024-03,AS-G2,Gamma,Assembly,Assembly Station,3,3.94,246.7,0.88,99.47,80.0,315.2,63.7,Monitor
2024-04,AS-G2,Gamma,Assembly,Assembly Station,3,3.24,238.9,0.98,99.55,80.0,259.2,63.2,Monitor
2024-05,AS-G2,Gamma,Assembly,Assembly Station,3,2.53,247.2,0.82,99.66,80.0,202.4,63.8,Monitor
2024-06,AS-G2,Gamma,Assembly,Assembly Station,7,7.35,101.8,0.81,98.98,80.0,588.0,50.2,Monitor
2024-07,AS-G2,Gamma,Assembly,Assembly Station,6,6.7,122.9,0.85,99.1,80.0,536.0,52.5,Monitor
2024-08,AS-G2,Gamma,Assembly,Assembly Station,1,1.06,742.9,0.76,99.86,80.0,84.8,99.0,Healthy
2024-09,AS-G2,Gamma,Assembly,Assembly Station,6,5.57,119.1,0.91,99.23,80.0,445.6,52.3,Monitor
2024-10,AS-G2,Gamma,Assembly,Assembly Station,2,2.16,370.9,0.8,99.71,80.0,172.8,73.0,Healthy
2024-11,AS-G2,Gamma,Assembly,Assembly Station,4,5.04,178.7,1.08,99.3,80.0,403.2,58.2,Monitor
2024-12,AS-G2,Gamma,Assembly,Assembly Station,2,2.17,370.9,0.69,99.71,80.0,173.6,73.0,Healthy
2025-01,AS-G2,Gamma,Assembly,Assembly Station,4,3.27,185.2,0.96,99.56,80.0,261.6,58.7,Monitor
2025-02,AS-G2,Gamma,Assembly,Assembly Station,4,5.08,166.7,0.85,99.24,80.0,406.4,57.3,Monitor
2025-03,AS-G2,Gamma,Assembly,Assembly Station,6,5.92,123.0,0.87,99.2,80.0,473.6,52.6,Monitor
2025-04,AS-G2,Gamma,Assembly,Assembly Station,1,1.12,718.9,0.74,99.84,80.0,89.6,97.4,Healthy
2024-01,AS-G3,Gamma,Assembly,Assembly Station,1,1.17,742.8,1.09,99.84,80.0,93.6,99.0,Healthy
2024-02,AS-G3,Gamma,Assembly,Assembly Station,3,4.38,230.5,1.27,99.37,80.0,350.4,62.6,Monitor
2024-03,AS-G3,Gamma,Assembly,Assembly Station,4,4.07,185.0,1.26,99.45,80.0,325.6,58.6,Monitor
2024-04,AS-G3,Gamma,Assembly,Assembly Station,6,7.33,118.8,0.91,98.98,80.0,586.4,52.2,Monitor
2024-05,AS-G3,Gamma,Assembly,Assembly Station,7,8.45,105.1,1.07,98.86,80.0,676.0,50.4,Monitor
2024-06,AS-G3,Gamma,Assembly,Assembly Station,4,6.69,178.3,0.95,99.07,80.0,535.2,58.1,Monitor
2024-07,AS-G3,Gamma,Assembly,Assembly Station,3,3.83,246.7,1.2,99.49,80.0,306.4,63.7,Monitor
2024-08,AS-G3,Gamma,Assembly,Assembly Station,6,9.35,122.4,1.05,98.74,80.0,748.0,52.4,Monitor
2024-09,AS-G3,Gamma,Assembly,Assembly Station,1,0.9,719.1,1.21,99.88,80.0,72.0,97.4,Healthy
2024-10,AS-G3,Gamma,Assembly,Assembly Station,2,3.2,370.4,0.81,99.57,80.0,256.0,72.9,Healthy
2024-11,AS-G3,Gamma,Assembly,Assembly Station,2,1.82,359.1,0.93,99.75,80.0,145.6,72.2,Healthy
2024-12,AS-G3,Gamma,Assembly,Assembly Station,11,15.82,66.2,1.07,97.87,80.0,1265.6,43.8,Monitor
2025-01,AS-G3,Gamma,Assembly,Assembly Station,3,3.4,246.9,1.08,99.54,80.0,272.0,63.7,Monitor
2025-02,AS-G3,Gamma,Assembly,Assembly Station,2,2.32,334.8,1.16,99.65,80.0,185.6,70.6,Healthy
2025-03,AS-G3,Gamma,Assembly,Assembly Station,2,3.47,370.3,1.26,99.53,80.0,277.6,72.9,Healthy
2025-04,AS-G3,Gamma,Assembly,Assembly Station,3,4.11,238.6,1.07,99.43,80.0,328.8,63.1,Monitor
