year_month,machine_id,vsm,area,machine_type,component,failure_type,technician_type,part_replaced,failure_count,total_downtime_hrs,total_repair_hrs,mttr_component_hrs,avg_diagnose_hrs,avg_part_cost_usd,part_lead_time_days,total_downtime_cost,downtime_cost_per_hr,repeat_failure_90d,pct_of_total_cost,cumulative_pct
2024-10,AS-G3,Gamma,Assembly,Assembly Station,torque_system,software,automation,torque_transducer,2,3.2,1.62,0.81,0.34,317.53,6,256.0,80.0,True,0.0,0.0
2024-12,AS-G3,Gamma,Assembly,Assembly Station,torque_system,software,automation,torque_transducer,2,3.02,2.01,1.0,0.39,312.4,5,241.6,80.0,True,0.0,0.0
2025-04,AS-G3,Gamma,Assembly,Assembly Station,torque_system,software,automation,torque_transducer,1,1.78,0.97,0.97,0.39,409.75,4,142.4,80.0,True,0.0,0.0
2024-02,CF-A1,Alpha,Painting,Curing Furnace,control_panel,electrical,electrical,plc_module,1,4.41,3.67,3.67,2.0,961.28,14,1102.5,250.0,True,0.1,0.0
2024-03,CF-A1,Alpha,Painting,Curing Furnace,control_panel,electrical,electrical,plc_module,1,4.0,3.68,3.68,1.14,1338.26,13,1000.0,250.0,True,0.1,0.0
2024-06,CF-A1,Alpha,Painting,Curing Furnace,control_panel,electrical,electrical,plc_module,1,3.14,4.27,4.27,2.0,909.11,17,785.0,250.0,True,0.1,0.0
2024-07,CF-A1,Alpha,Painting,Curing Furnace,control_panel,electrical,electrical,plc_module,4,15.91,14.09,3.52,1.32,846.09,18,3977.5,250.0,True,0.3,0.0
2024-09,CF-A1,Alpha,Painting,Curing Furnace,control_panel,electrical,electrical,plc_module,1,3.98,2.87,2.87,1.22,901.74,14,995.0,250.0,True,0.1,0.0
2024-11,CF-A1,Alpha,Painting,Curing Furnace,control_panel,electrical,electrical,plc_module,1,5.26,4.9,4.9,1.76,813.32,12,1315.0,250.0,True,0.1,0.0
2024-12,CF-A1,Alpha,Painting,Curing Furnace,control_panel,electrical,electrical,plc_module,2,10.19,7.21,3.6,1.48,1065.02,19,2547.5,250.0,True,0.2,0.0
2025-02,CF-A1,Alpha,Painting,Curing Furnace,control_panel,electrical,electrical,plc_module,1,5.23,3.53,3.53,1.75,1040.42,10,1307.5,250.0,True,0.1,0.0
2025-04,CF-A1,Alpha,Painting,Curing Furnace,control_panel,electrical,electrical,plc_module,1,5.25,4.68,4.68,1.45,1000.44,21,1312.5,250.0,True,0.1,0.0
2024-01,CF-A1,Alpha,Painting,Curing Furnace,conveyor_system,electrical,electrical,motor_starter,2,7.48,6.92,3.46,0.8,310.79,6,1870.0,250.0,True,0.1,0.0
2024-03,CF-A1,Alpha,Painting,Curing Furnace,conveyor_system,electrical,electrical,motor_starter,3,15.66,10.94,3.65,0.93,274.75,7,3915.0,250.0,True,0.3,0.0
2024-04,CF-A1,Alpha,Painting,Curing Furnace,conveyor_system,electrical,electrical,motor_starter,1,3.21,2.98,2.98,0.9,385.24,5,802.5,250.0,True,0.1,0.0
2024-05,CF-A1,Alpha,Painting,Curing Furnace,conveyor_system,electrical,electrical,motor_starter,1,4.14,2.91,2.91,0.6,340.94,3,1035.0,250.0,True,0.1,0.0
2024-08,CF-A1,Alpha,Painting,Curing Furnace,conveyor_system,electrical,electrical,motor_starter,3,10.91,13.23,4.41,1.56,268.98,5,2727.5,250.0,True,0.2,0.0
2024-09,CF-A1,Alpha,Painting,Curing Furnace,conveyor_system,electrical,electrical,motor_starter,2,3.89,7.95,3.97,1.2,277.32,7,972.5,250.0,True,0.1,0.0
2025-03,CF-A1,Alpha,Painting,Curing Furnace,conveyor_system,electrical,electrical,motor_starter,2,7.3,7.43,3.71,1.23,350.55,6,1825.0,250.0,True,0.1,0.0
2025-04,CF-A1,Alpha,Painting,Curing Furnace,conveyor_system,electrical,electrical,motor_starter,1,2.96,3.15,3.15,0.67,185.06,3,740.0,250.0,True,0.0,0.0
2024-01,CF-A1,Alpha,Painting,Curing Furnace,heating_element,electrical,electrical,resistance_heating_rod,1,2.66,3.81,3.81,1.03,314.77,10,665.0,250.0,True,0.0,0.0
2024-02,CF-A1,Alpha,Painting,Curing Furnace,heating_element,electrical,electrical,resistance_heating_rod,2,9.43,6.52,3.26,1.02,280.64,7,2357.5,250.0,True,0.2,0.0
2024-03,CF-A1,Alpha,Painting,Curing Furnace,heating_element,electrical,electrical,resistance_heating_rod,1,3.88,3.5,3.5,1.14,192.46,9,970.0,250.0,True,0.1,0.0
2024-06,CF-A1,Alpha,Painting,Curing Furnace,heating_element,electrical,electrical,resistance_heating_rod,1,6.0,3.25,3.25,1.2,193.23,10,1500.0,250.0,True,0.1,0.0
2024-09,CF-A1,Alpha,Painting,Curing Furnace,heating_element,electrical,electrical,resistance_heating_rod,1,4.22,3.73,3.73,0.76,151.46,7,1055.0,250.0,True,0.1,0.0
2024-10,CF-A1,Alpha,Painting,Curing Furnace,heating_element,electrical,electrical,resistance_heating_rod,3,13.75,9.47,3.16,1.08,261.46,7,3437.5,250.0,True,0.2,0.0
2025-01,CF-A1,Alpha,Painting,Curing Furnace,heating_element,electrical,electrical,resistance_heating_rod,2,10.08,6.66,3.33,0.82,271.67,6,2520.0,250.0,True,0.2,0.0
2025-03,CF-A1,Alpha,Painting,Curing Furnace,heating_element,electrical,electrical,resistance_heating_rod,2,10.02,6.76,3.38,1.01,268.25,7,2505.0,250.0,True,0.2,0.0
2024-03,CF-A1,Alpha,Painting,Curing Furnace,temperature_control,electrical,electrical,thermocouple_probe,2,9.37,5.87,2.94,1.08,89.17,4,2342.5,250.0,False,0.2,0.0
2024-12,CF-A1,Alpha,Painting,Curing Furnace,temperature_control,electrical,electrical,thermocouple_probe,1,6.12,2.86,2.86,1.09,63.05,5,1530.0,250.0,False,0.1,0.0
2025-04,CF-A1,Alpha,Painting,Curing Furnace,temperature_control,electrical,electrical,thermocouple_probe,2,9.34,7.18,3.59,1.06,100.09,3,2335.0,250.0,False,0.2,0.0
2024-02,CF-B1,Beta,Painting,Curing Furnace,control_panel,electrical,electrical,plc_module,3,20.37,16.84,5.61,1.99,1078.66,13,4888.8,240.0,True,0.3,0.0
2024-04,CF-B1,Beta,Painting,Curing Furnace,control_panel,electrical,electrical,plc_module,2,13.75,10.34,5.17,2.36,990.28,10,3300.0,240.0,True,0.2,0.0
2024-06,CF-B1,Beta,Painting,Curing Furnace,control_panel,electrical,electrical,plc_module,1,6.22,3.92,3.92,1.62,1118.29,10,1492.8,240.0,True,0.1,0.0
2024-07,CF-B1,Beta,Painting,Curing Furnace,control_panel,electrical,electrical,plc_module,1,6.26,6.24,6.24,2.07,738.27,11,1502.4,240.0,True,0.1,0.0
2024-08,CF-B1,Beta,Painting,Curing Furnace,control_panel,electrical,electrical,plc_module,1,10.6,8.11,8.11,2.63,929.97,10,2544.0,240.0,True,0.2,0.0
2024-09,CF-B1,Beta,Painting,Curing Furnace,control_panel,electrical,electrical,plc_module,1,9.37,5.39,5.39,2.96,828.74,15,2248.8,240.0,True,0.2,0.0
2024-10,CF-B1,Beta,Painting,Curing Furnace,control_panel,electrical,electrical,plc_module,3,18.63,17.72,5.91,2.37,956.55,8,4471.2,240.0,True,0.3,0.0
2024-11,CF-B1,Beta,Painting,Curing Furnace,control_panel,electrical,electrical,plc_module,2,12.09,11.37,5.69,2.31,1267.66,13,2901.6,240.0,True,0.2,0.0
2024-12,CF-B1,Beta,Painting,Curing Furnace,control_panel,electrical,electrical,plc_module,2,13.05,9.17,4.58,1.6,797.86,13,3132.0,240.0,True,0.2,0.0
2025-01,CF-B1,Beta,Painting,Curing Furnace,control_panel,electrical,electrical,plc_module,2,13.25,10.46,5.23,2.7,990.45,14,3180.0,240.0,True,0.2,0.0
2025-02,CF-B1,Beta,Painting,Curing Furnace,control_panel,electrical,electrical,plc_module,3,21.02,17.4,5.8,2.23,997.59,12,5044.8,240.0,True,0.3,0.0
2025-03,CF-B1,Beta,Painting,Curing Furnace,control_panel,electrical,electrical,plc_module,3,25.1,16.31,5.44,2.1,911.1,15,6024.0,240.0,True,0.4,0.0
2025-04,CF-B1,Beta,Painting,Curing Furnace,control_panel,electrical,electrical,plc_module,2,14.19,12.16,6.08,1.91,844.3,8,3405.6,240.0,True,0.2,0.0
2024-01,CF-B1,Beta,Painting,Curing Furnace,conveyor_system,electrical,electrical,motor_starter,1,6.94,2.75,2.75,0.96,284.61,8,1665.6,240.0,True,0.1,0.0
2024-02,CF-B1,Beta,Painting,Curing Furnace,conveyor_system,electrical,electrical,motor_starter,1,8.26,6.41,6.41,1.63,227.81,6,1982.4,240.0,True,0.1,0.0
2024-03,CF-B1,Beta,Painting,Curing Furnace,conveyor_system,electrical,electrical,motor_starter,5,34.43,30.31,6.06,2.05,323.63,4,8263.2,240.0,True,0.6,0.0
2024-05,CF-B1,Beta,Painting,Curing Furnace,conveyor_system,electrical,electrical,motor_starter,1,10.33,5.96,5.96,1.96,340.62,6,2479.2,240.0,True,0.2,0.0
2024-06,CF-B1,Beta,Painting,Curing Furnace,conveyor_system,electrical,electrical,motor_starter,1,9.24,2.98,2.98,0.79,214.73,8,2217.6,240.0,True,0.1,0.0
2024-08,CF-B1,Beta,Painting,Curing Furnace,conveyor_system,electrical,electrical,motor_starter,1,3.28,7.67,7.67,2.64,185.52,8,787.2,240.0,True,0.1,0.0
2024-10,CF-B1,Beta,Painting,Curing Furnace,conveyor_system,electrical,electrical,motor_starter,2,10.87,10.37,5.19,1.46,268.5,4,2608.8,240.0,True,0.2,0.0
2024-12,CF-B1,Beta,Painting,Curing Furnace,conveyor_system,electrical,electrical,motor_starter,4,27.64,25.99,6.5,1.94,290.84,5,6633.6,240.0,True,0.4,0.0
2025-01,CF-B1,Beta,Painting,Curing Furnace,conveyor_system,electrical,electrical,motor_starter,4,30.0,22.99,5.75,1.72,263.32,3,7200.0,240.0,True,0.5,0.0
2025-02,CF-B1,Beta,Painting,Curing Furnace,conveyor_system,electrical,electrical,motor_starter,1,9.11,6.08,6.08,1.23,358.24,4,2186.4,240.0,True,0.1,0.0
2025-04,CF-B1,Beta,Painting,Curing Furnace,conveyor_system,electrical,electrical,motor_starter,4,28.32,23.36,5.84,1.55,297.39,5,6796.8,240.0,True,0.5,0.0
2024-01,CF-B1,Beta,Painting,Curing Furnace,heating_element,electrical,electrical,resistance_heating_rod,2,11.37,11.0,5.5,1.81,363.09,6,2728.8,240.0,True,0.2,0.0
2024-02,CF-B1,Beta,Painting,Curing Furnace,heating_element,electrical,electrical,resistance_heating_rod,3,20.49,17.93,5.98,2.04,255.17,8,4917.6,240.0,True,0.3,0.0
2024-03,CF-B1,Beta,Painting,Curing Furnace,heating_element,electrical,electrical,resistance_heating_rod,1,5.75,3.82,3.82,1.11,212.49,10,1380.0,240.0,True,0.1,0.0
2024-04,CF-B1,Beta,Painting,Curing Furnace,heating_element,electrical,electrical,resistance_heating_rod,2,11.79,9.14,4.57,1.44,346.37,8,2829.6,240.0,True,0.2,0.0
2024-06,CF-B1,Beta,Painting,Curing Furnace,heating_element,electrical,electrical,resistance_heating_rod,1,7.21,5.75,5.75,1.92,289.95,5,1730.4,240.0,True,0.1,0.0
2024-08,CF-B1,Beta,Painting,Curing Furnace,heating_element,electrical,electrical,resistance_heating_rod,1,7.02,7.27,7.27,1.54,321.45,8,1684.8,240.0,True,0.1,0.0
2024-10,CF-B1,Beta,Painting,Curing Furnace,heating_element,electrical,electrical,resistance_heating_rod,2,12.85,11.41,5.71,1.44,352.38,7,3084.0,240.0,True,0.2,0.0
2024-11,CF-B1,Beta,Painting,Curing Furnace,heating_element,electrical,electrical,resistance_heating_rod,2,15.38,12.32,6.16,1.98,231.97,7,3691.2,240.0,True,0.2,0.0
2024-12,CF-B1,Beta,Painting,Curing Furnace,heating_element,electrical,electrical,resistance_heating_rod,3,22.38,17.27,5.76,1.73,219.04,9,5371.2,240.0,True,0.4,0.0
2025-01,CF-B1,Beta,Painting,Curing Furnace,heating_element,electrical,electrical,resistance_heating_rod,1,5.64,5.45,5.45,1.25,279.6,9,1353.6,240.0,True,0.1,0.0
2025-02,CF-B1,Beta,Painting,Curing Furnace,heating_element,electrical,electrical,resistance_heating_rod,1,5.86,3.05,3.05,1.07,202.19,8,1406.4,240.0,True,0.1,0.0
2025-03,CF-B1,Beta,Painting,Curing Furnace,heating_element,electrical,electrical,resistance_heating_rod,1,6.91,3.13,3.13,0.8,167.47,7,1658.4,240.0,True,0.1,0.0
2025-04,CF-B1,Beta,Painting,Curing Furnace,heating_element,electrical,electrical,resistance_heating_rod,2,14.99,11.72,5.86,1.68,338.53,7,3597.6,240.0,True,0.2,0.0
2024-01,CF-B1,Beta,Painting,Curing Furnace,temperature_control,electrical,electrical,thermocouple_probe,2,12.98,11.77,5.88,1.65,103.51,2,3115.2,240.0,True,0.2,0.0
2024-02,CF-B1,Beta,Painting,Curing Furnace,temperature_control,electrical,electrical,thermocouple_probe,1,6.57,3.8,3.8,0.95,84.03,5,1576.8,240.0,True,0.1,0.0
2024-03,CF-B1,Beta,Painting,Curing Furnace,temperature_control,electrical,electrical,thermocouple_probe,1,7.9,5.55,5.55,1.79,107.82,4,1896.0,240.0,True,0.1,0.0
2024-04,CF-B1,Beta,Painting,Curing Furnace,temperature_control,electrical,electrical,thermocouple_probe,1,5.81,3.34,3.34,0.78,57.84,2,1394.4,240.0,True,0.1,0.0
2024-05,CF-B1,Beta,Painting,Curing Furnace,temperature_control,electrical,electrical,thermocouple_probe,1,4.55,3.16,3.16,1.22,52.38,3,1092.0,240.0,True,0.1,0.0
2024-06,CF-B1,Beta,Painting,Curing Furnace,temperature_control,electrical,electrical,thermocouple_probe,2,14.69,11.27,5.63,1.71,60.04,3,3525.6,240.0,True,0.2,0.0
2024-07,CF-B1,Beta,Painting,Curing Furnace,temperature_control,electrical,electrical,thermocouple_probe,2,14.35,9.04,4.52,1.36,82.01,3,3444.0,240.0,True,0.2,0.0
2024-09,CF-B1,Beta,Painting,Curing Furnace,temperature_control,electrical,electrical,thermocouple_probe,1,4.87,3.7,3.7,1.02,97.82,5,1168.8,240.0,True,0.1,0.0
2024-10,CF-B1,Beta,Painting,Curing Furnace,temperature_control,electrical,electrical,thermocouple_probe,1,5.69,4.65,4.65,1.26,38.06,2,1365.6,240.0,True,0.1,0.0
2024-12,CF-B1,Beta,Painting,Curing Furnace,temperature_control,electrical,electrical,thermocouple_probe,1,7.97,4.87,4.87,1.51,53.02,4,1912.8,240.0,True,0.1,0.0
2025-02,CF-B1,Beta,Painting,Curing Furnace,temperature_control,electrical,electrical,thermocouple_probe,3,24.74,13.7,4.57,1.14,75.05,4,5937.6,240.0,True,0.4,0.0
2025-03,CF-B1,Beta,Painting,Curing Furnace,temperature_control,electrical,electrical,thermocouple_probe,3,19.27,16.3,5.43,1.62,108.56,4,4624.8,240.0,True,0.3,0.0
2025-04,CF-B1,Beta,Painting,Curing Furnace,temperature_control,electrical,electrical,thermocouple_probe,1,5.94,4.59,4.59,1.51,111.9,3,1425.6,240.0,True,0.1,0.0
2024-02,CF-G1,Gamma,Painting,Curing Furnace,control_panel,electrical,electrical,plc_module,1,5.12,3.67,3.67,1.89,852.32,16,1177.6,230.0,True,0.1,0.0
2024-04,CF-G1,Gamma,Painting,Curing Furnace,control_panel,electrical,electrical,plc_module,2,7.95,8.69,4.34,1.62,914.63,14,1828.5,230.0,True,0.1,0.0
2024-05,CF-G1,Gamma,Painting,Curing Furnace,control_panel,electrical,electrical,plc_module,2,9.83,7.92,3.96,1.83,782.28,12,2260.9,230.0,True,0.2,0.0
2024-06,CF-G1,Gamma,Painting,Curing Furnace,control_panel,electrical,electrical,plc_module,1,5.44,4.03,4.03,2.14,700.04,20,1251.2,230.0,True,0.1,0.0
2024-07,CF-G1,Gamma,Painting,Curing Furnace,control_panel,electrical,electrical,plc_module,1,4.31,4.01,4.01,1.56,711.88,18,991.3,230.0,True,0.1,0.0
2024-10,CF-G1,Gamma,Painting,Curing Furnace,control_panel,electrical,electrical,plc_module,2,11.37,9.51,4.75,2.08,1335.03,14,2615.1,230.0,True,0.2,0.0
2024-11,CF-G1,Gamma,Painting,Curing Furnace,control_panel,electrical,electrical,plc_module,1,6.59,3.1,3.1,0.95,699.18,14,1515.7,230.0,True,0.1,0.0
2024-12,CF-G1,Gamma,Painting,Curing Furnace,control_panel,electrical,electrical,plc_module,1,4.19,5.09,5.09,2.52,759.68,19,963.7,230.0,True,0.1,0.0
2025-01,CF-G1,Gamma,Painting,Curing Furnace,control_panel,electrical,electrical,plc_module,2,10.53,7.44,3.72,1.34,1068.21,13,2421.9,230.0,True,0.2,0.0
2025-03,CF-G1,Gamma,Painting,Curing Furnace,control_panel,electrical,electrical,plc_module,1,4.68,3.05,3.05,1.17,799.47,8,1076.4,230.0,True,0.1,0.0
2025-04,CF-G1,Gamma,Painting,Curing Furnace,control_panel,electrical,electrical,plc_module,1,4.91,4.56,4.56,2.43,584.99,14,1129.3,230.0,True,0.1,0.0
2024-02,CF-G1,Gamma,Painting,Curing Furnace,conveyor_system,electrical,electrical,motor_starter,1,6.9,2.99,2.99,0.65,239.26,8,1587.0,230.0,True,0.1,0.0
2024-04,CF-G1,Gamma,Painting,Curing Furnace,conveyor_system,electrical,electrical,motor_starter,1,6.97,2.91,2.91,0.59,257.18,6,1603.1,230.0,True,0.1,0.0
2024-05,CF-G1,Gamma,Painting,Curing Furnace,conveyor_system,electrical,electrical,motor_starter,1,3.18,4.28,4.28,1.64,272.03,6,731.4,230.0,True,0.0,0.0
2024-06,CF-G1,Gamma,Painting,Curing Furnace,conveyor_system,electrical,electrical,motor_starter,1,5.35,5.05,5.05,1.16,185.08,6,1230.5,230.0,True,0.1,0.0
2024-08,CF-G1,Gamma,Painting,Curing Furnace,conveyor_system,electrical,electrical,motor_starter,3,13.62,13.95,4.65,1.55,333.82,7,3132.6,230.0,True,0.2,0.0
2024-10,CF-G1,Gamma,Painting,Curing Furnace,conveyor_system,electrical,electrical,motor_starter,1,5.87,3.9,3.9,1.49,334.48,7,1350.1,230.0,True,0.1,0.0
2024-11,CF-G1,Gamma,Painting,Curing Furnace,conveyor_system,electrical,electrical,motor_starter,2,12.14,9.45,4.72,1.64,364.77,6,2792.2,230.0,True,0.2,0.0
2025-01,CF-G1,Gamma,Painting,Curing Furnace,conveyor_system,electrical,electrical,motor_starter,2,7.77,5.24,2.62,0.78,328.09,4,1787.1,230.0,True,0.1,0.0
2025-02,CF-G1,Gamma,Painting,Curing Furnace,conveyor_system,electrical,electrical,motor_starter,1,3.6,4.47,4.47,1.24,342.05,4,828.0,230.0,True,0.1,0.0
2025-03,CF-G1,Gamma,Painting,Curing Furnace,conveyor_system,electrical,electrical,motor_starter,1,3.52,3.07,3.07,0.71,353.69,6,809.6,230.0,True,0.1,0.0
2025-04,CF-G1,Gamma,Painting,Curing Furnace,conveyor_system,electrical,electrical,motor_starter,2,7.09,7.99,4.0,1.25,216.22,5,1630.7,230.0,True,0.1,0.0
2024-02,CF-G1,Gamma,Painting,Curing Furnace,heating_element,electrical,electrical,resistance_heating_rod,1,3.28,4.33,4.33,1.08,277.96,6,754.4,230.0,True,0.1,0.0
2024-03,CF-G1,Gamma,Painting,Curing Furnace,heating_element,electrical,electrical,resistance_heating_rod,1,4.24,4.39,4.39,1.52,270.73,5,975.2,230.0,True,0.1,0.0
2024-06,CF-G1,Gamma,Painting,Curing Furnace,heating_element,electrical,electrical,resistance_heating_rod,1,1.47,2.99,2.99,0.8,242.25,8,338.1,230.0,True,0.0,0.0
2024-10,CF-G1,Gamma,Painting,Curing Furnace,heating_element,electrical,electrical,resistance_heating_rod,1,3.88,3.73,3.73,0.9,298.21,9,892.4,230.0,True,0.1,0.0
2024-11,CF-G1,Gamma,Painting,Curing Furnace,heating_element,electrical,electrical,resistance_heating_rod,2,8.7,9.09,4.54,1.68,289.83,6,2001.0,230.0,True,0.1,0.0
2024-12,CF-G1,Gamma,Painting,Curing Furnace,heating_element,electrical,electrical,resistance_heating_rod,1,3.94,4.45,4.45,1.63,188.02,6,906.2,230.0,True,0.1,0.0
2025-01,CF-G1,Gamma,Painting,Curing Furnace,heating_element,electrical,electrical,resistance_heating_rod,2,10.16,7.65,3.83,1.14,213.95,7,2336.8,230.0,True,0.2,0.0
2025-02,CF-G1,Gamma,Painting,Curing Furnace,heating_element,electrical,electrical,resistance_heating_rod,1,2.41,2.78,2.78,0.86,170.9,6,554.3,230.0,True,0.0,0.0
2025-03,CF-G1,Gamma,Painting,Curing Furnace,heating_element,electrical,electrical,resistance_heating_rod,1,5.44,3.16,3.16,1.15,190.49,7,1251.2,230.0,True,0.1,0.0
2025-04,CF-G1,Gamma,Painting,Curing Furnace,heating_element,electrical,electrical,resistance_heating_rod,1,4.61,3.82,3.82,1.36,229.27,10,1060.3,230.0,True,0.1,0.0
2024-01,CF-G1,Gamma,Painting,Curing Furnace,temperature_control,electrical,electrical,thermocouple_probe,1,3.39,3.98,3.98,1.28,61.65,5,779.7,230.0,True,0.1,0.0
2024-02,CF-G1,Gamma,Painting,Curing Furnace,temperature_control,electrical,electrical,thermocouple_probe,1,4.48,4.49,4.49,1.58,89.45,3,1030.4,230.0,True,0.1,0.0
2024-04,CF-G1,Gamma,Painting,Curing Furnace,temperature_control,electrical,electrical,thermocouple_probe,2,10.52,8.72,4.36,1.18,78.95,4,2419.6,230.0,True,0.2,0.0
2024-06,CF-G1,Gamma,Painting,Curing Furnace,temperature_control,electrical,electrical,thermocouple_probe,1,4.67,4.91,4.91,1.22,96.97,3,1074.1,230.0,True,0.1,0.0
2024-09,CF-G1,Gamma,Painting,Curing Furnace,temperature_control,electrical,electrical,thermocouple_probe,1,4.06,5.52,5.52,1.43,82.85,2,933.8,230.0,True,0.1,0.0
2024-10,CF-G1,Gamma,Painting,Curing Furnace,temperature_control,electrical,electrical,thermocouple_probe,1,4.82,5.74,5.74,2.01,43.35,4,1108.6,230.0,True,0.1,0.0
2024-11,CF-G1,Gamma,Painting,Curing Furnace,temperature_control,electrical,electrical,thermocouple_probe,2,9.04,8.57,4.29,1.05,94.7,2,2079.2,230.0,True,0.1,0.0
2024-12,CF-G1,Gamma,Painting,Curing Furnace,temperature_control,electrical,electrical,thermocouple_probe,1,4.69,5.15,5.15,1.77,90.5,3,1078.7,230.0,True,0.1,0.0
2025-01,CF-G1,Gamma,Painting,Curing Furnace,temperature_control,electrical,electrical,thermocouple_probe,1,5.23,4.43,4.43,1.27,73.71,3,1202.9,230.0,True,0.1,0.0
2025-04,CF-G1,Gamma,Painting,Curing Furnace,temperature_control,electrical,electrical,thermocouple_probe,1,3.39,4.62,4.62,1.81,74.08,3,779.7,230.0,True,0.1,0.0
2024-04,CNC-A1,Alpha,Machining,CNC,coolant_system,hydraulic,hydraulic,coolant_pump_seal,1,2.1,1.13,1.13,0.12,42.09,1,441.0,210.0,True,0.0,0.0
2024-05,CNC-A1,Alpha,Machining,CNC,coolant_system,hydraulic,hydraulic,coolant_pump_seal,1,1.94,1.35,1.35,0.27,75.0,3,407.4,210.0,True,0.0,0.0
2024-06,CNC-A1,Alpha,Machining,CNC,coolant_system,hydraulic,hydraulic,coolant_pump_seal,1,2.18,1.55,1.55,0.26,37.57,2,457.8,210.0,True,0.0,0.0
2025-01,CNC-A1,Alpha,Machining,CNC,coolant_system,hydraulic,hydraulic,coolant_pump_seal,1,2.63,1.23,1.23,0.22,40.39,3,552.3,210.0,True,0.0,0.0
2024-02,CNC-A1,Alpha,Machining,CNC,servo_drive,electrical,electrical,servo_driver_board,1,1.34,1.27,1.27,0.52,1181.72,12,281.4,210.0,True,0.0,0.0
2024-03,CNC-A1,Alpha,Machining,CNC,servo_drive,software,automation,encoder_sensor,1,1.15,1.17,1.17,0.45,196.07,7,241.5,210.0,True,0.0,0.0
2024-06,CNC-A1,Alpha,Machining,CNC,servo_drive,electrical,electrical,servo_driver_board,1,2.44,1.47,1.47,0.38,595.98,8,512.4,210.0,True,0.0,0.0
2024-07,CNC-A1,Alpha,Machining,CNC,servo_drive,software,automation,encoder_sensor,1,1.54,1.9,1.9,0.69,185.54,4,323.4,210.0,True,0.0,0.0
2024-08,CNC-A1,Alpha,Machining,CNC,servo_drive,electrical,electrical,servo_driver_board,1,1.78,1.13,1.13,0.39,727.84,14,373.8,210.0,True,0.0,0.0
2024-12,CNC-A1,Alpha,Machining,CNC,servo_drive,electrical,electrical,servo_driver_board,1,2.06,1.32,1.32,0.41,1053.57,13,432.6,210.0,True,0.0,0.0
2025-01,CNC-A1,Alpha,Machining,CNC,servo_drive,electrical,electrical,servo_driver_board,1,1.04,1.37,1.37,0.38,961.87,8,218.4,210.0,True,0.0,0.0
2025-02,CNC-A1,Alpha,Machining,CNC,servo_drive,software,automation,encoder_sensor,1,1.98,1.46,1.46,0.64,174.75,3,415.8,210.0,True,0.0,0.0
2025-03,CNC-A1,Alpha,Machining,CNC,servo_drive,electrical,electrical,servo_driver_board,1,2.06,1.44,1.44,0.52,1035.55,10,432.6,210.0,True,0.0,0.0
2025-04,CNC-A1,Alpha,Machining,CNC,servo_drive,software,automation,encoder_sensor,1,1.54,1.06,1.06,0.34,103.87,5,323.4,210.0,True,0.0,0.0
2024-01,CNC-A1,Alpha,Machining,CNC,spindle,mechanical,mechanical,spindle_bearing,1,2.16,1.54,1.54,0.43,321.23,6,453.6,210.0,False,0.0,0.0
2024-02,CNC-A1,Alpha,Machining,CNC,spindle,mechanical,mechanical,spindle_bearing,1,1.82,1.47,1.47,0.32,153.31,7,382.2,210.0,False,0.0,0.0
2024-04,CNC-A1,Alpha,Machining,CNC,spindle,mechanical,mechanical,spindle_bearing,1,1.99,0.64,0.64,0.16,335.18,6,417.9,210.0,False,0.0,0.0
2024-06,CNC-A1,Alpha,Machining,CNC,spindle,mechanical,mechanical,spindle_bearing,1,1.43,1.17,1.17,0.31,352.21,5,300.3,210.0,False,0.0,0.0
2025-04,CNC-A1,Alpha,Machining,CNC,spindle,mechanical,mechanical,spindle_bearing,1,1.65,1.32,1.32,0.26,263.93,3,346.5,210.0,False,0.0,0.0
2024-02,CNC-A1,Alpha,Machining,CNC,tool_changer,mechanical,mechanical,tool_insert_set,2,3.41,2.82,1.41,0.12,80.4,1,716.1,210.0,False,0.0,0.0
2024-08,CNC-A1,Alpha,Machining,CNC,tool_changer,mechanical,mechanical,tool_insert_set,2,4.26,2.69,1.34,0.15,52.7,1,894.6,210.0,False,0.1,0.0
2024-11,CNC-A1,Alpha,Machining,CNC,tool_changer,mechanical,mechanical,tool_insert_set,2,2.35,3.02,1.51,0.19,66.85,2,493.5,210.0,False,0.0,0.0
2025-04,CNC-A1,Alpha,Machining,CNC,tool_changer,mechanical,mechanical,tool_insert_set,2,3.38,2.95,1.48,0.16,95.91,2,709.8,210.0,False,0.0,0.0
2024-08,CNC-A2,Alpha,Machining,CNC,coolant_system,hydraulic,hydraulic,coolant_pump_seal,1,1.39,1.04,1.04,0.2,33.98,2,291.9,210.0,False,0.0,0.0
2025-02,CNC-A2,Alpha,Machining,CNC,coolant_system,hydraulic,hydraulic,coolant_pump_seal,1,1.87,0.87,0.87,0.1,58.63,1,392.7,210.0,False,0.0,0.0
2025-03,CNC-A2,Alpha,Machining,CNC,coolant_system,hydraulic,hydraulic,coolant_pump_seal,1,1.25,1.0,1.0,0.16,38.58,1,262.5,210.0,False,0.0,0.0
2024-01,CNC-A2,Alpha,Machining,CNC,servo_drive,software,automation,encoder_sensor,3,5.12,3.87,1.29,0.46,288.93,5,1075.2,210.0,True,0.1,0.0
2024-05,CNC-A2,Alpha,Machining,CNC,servo_drive,electrical,automation,encoder_sensor,4,5.09,4.37,1.09,0.37,333.12,9,1068.9,210.0,True,0.1,0.0
