date,vsm,shift,planned_hrs,actual_hrs,units_produced,units_rejected,oee_pct
2024-08-29,Gamma,Evening,8.0,6.56,335,16,75.6
2024-08-29,Gamma,Night,8.0,6.95,367,19,79.0
2024-08-30,Alpha,Day,8.0,7.39,372,8,88.1
2024-08-30,Alpha,Evening,8.0,7.58,443,11,83.3
2024-08-30,Alpha,Night,8.0,7.36,370,7,83.9
2024-08-30,Beta,Day,8.0,6.79,323,10,82.0
2024-08-30,Beta,Evening,8.0,7.16,378,10,72.8
2024-08-30,Beta,Night,8.0,6.82,387,11,69.4
2024-08-30,Gamma,Day,8.0,6.73,373,14,62.6
2024-08-30,Gamma,Evening,8.0,6.94,371,16,71.3
2024-08-30,Gamma,Night,8.0,7.07,346,15,64.7
2024-08-31,Alpha,Day,8.0,7.34,331,5,82.1
2024-08-31,Alpha,Evening,8.0,7.63,373,9,89.7
2024-08-31,Alpha,Night,8.0,7.62,387,7,90.3
2024-08-31,Beta,Day,8.0,7.79,423,14,76.9
2024-08-31,Beta,Evening,8.0,7.37,347,12,77.0
2024-08-31,Beta,Night,8.0,6.8,300,10,71.0
2024-08-31,Gamma,Day,8.0,6.7,317,12,70.1
2024-08-31,Gamma,Evening,8.0,6.46,322,13,72.6
2024-08-31,Gamma,Night,8.0,7.1,388,16,70.4
2024-09-01,Alpha,Day,8.0,7.1,331,7,88.2
2024-09-01,Alpha,Evening,8.0,7.75,422,9,85.3
2024-09-01,Alpha,Night,8.0,7.62,373,5,82.1
2024-09-01,Beta,Day,8.0,6.87,298,8,76.0
2024-09-01,Beta,Evening,8.0,6.93,356,10,74.7
2024-09-01,Beta,Night,8.0,7.04,378,14,68.4
2024-09-01,Gamma,Day,8.0,6.58,299,12,72.6
2024-09-01,Gamma,Evening,8.0,6.71,295,14,73.2
2024-09-01,Gamma,Night,8.0,6.91,347,13,71.9
2024-09-02,Alpha,Day,8.0,7.24,370,7,83.3
2024-09-02,Alpha,Evening,8.0,7.69,434,9,85.5
2024-09-02,Alpha,Night,8.0,7.55,433,7,87.3
2024-09-02,Beta,Day,8.0,7.34,326,7,69.1
2024-09-02,Beta,Evening,8.0,6.78,364,13,75.2
2024-09-02,Beta,Night,8.0,6.95,318,11,70.1
2024-09-02,Gamma,Day,8.0,6.91,352,14,65.0
2024-09-02,Gamma,Evening,8.0,6.46,350,16,71.3
2024-09-02,Gamma,Night,8.0,6.81,332,15,76.0
2024-09-03,Alpha,Day,8.0,7.78,386,9,88.0
2024-09-03,Alpha,Evening,8.0,7.58,383,6,88.9
2024-09-03,Alpha,Night,8.0,7.72,434,7,89.9
2024-09-03,Beta,Day,8.0,7.39,397,9,72.0
2024-09-03,Beta,Evening,8.0,7.05,387,13,76.5
2024-09-03,Beta,Night,8.0,6.88,377,13,78.4
2024-09-03,Gamma,Day,8.0,6.97,378,14,66.9
2024-09-03,Gamma,Evening,8.0,6.69,335,17,73.5
2024-09-03,Gamma,Night,8.0,6.86,378,14,71.9
2024-09-04,Alpha,Day,8.0,7.59,448,10,83.5
2024-09-04,Alpha,Evening,8.0,7.74,366,4,84.9
2024-09-04,Alpha,Night,8.0,7.47,375,7,87.2
2024-09-04,Beta,Day,8.0,6.54,307,11,72.1
2024-09-04,Beta,Evening,8.0,6.72,379,11,75.1
2024-09-04,Beta,Night,8.0,6.59,358,8,73.6
2024-09-04,Gamma,Day,8.0,7.01,394,17,64.3
2024-09-04,Gamma,Evening,8.0,6.36,333,15,71.3
2024-09-04,Gamma,Night,8.0,6.57,333,17,66.4
2024-09-05,Alpha,Day,8.0,7.18,388,4,88.6
2024-09-05,Alpha,Evening,8.0,7.55,364,4,84.9
2024-09-05,Alpha,Night,8.0,7.26,380,5,93.6
2024-09-05,Beta,Day,8.0,7.01,310,12,77.4
2024-09-05,Beta,Evening,8.0,7.22,383,15,76.0
2024-09-05,Beta,Night,8.0,7.1,382,10,69.4
2024-09-05,Gamma,Day,8.0,6.49,333,14,69.7
2024-09-05,Gamma,Evening,8.0,6.93,424,16,64.5
2024-09-05,Gamma,Night,8.0,6.9,379,14,73.5
2024-09-06,Alpha,Day,8.0,7.85,421,7,87.1
2024-09-06,Alpha,Evening,8.0,7.6,342,5,92.3
2024-09-06,Alpha,Night,8.0,7.31,386,5,83.9
2024-09-06,Beta,Day,8.0,7.01,344,9,75.9
2024-09-06,Beta,Evening,8.0,7.52,408,14,69.5
2024-09-06,Beta,Night,8.0,6.95,364,12,71.8
2024-09-06,Gamma,Day,8.0,6.81,376,19,71.6
2024-09-06,Gamma,Evening,8.0,6.81,355,16,75.1
2024-09-06,Gamma,Night,8.0,7.01,408,19,75.3
2024-09-07,Alpha,Day,8.0,7.5,344,8,89.7
2024-09-07,Alpha,Evening,8.0,7.43,396,7,83.5
2024-09-07,Alpha,Night,8.0,7.49,391,4,85.8
2024-09-07,Beta,Day,8.0,6.89,322,8,63.8
2024-09-07,Beta,Evening,8.0,7.02,327,8,74.9
2024-09-07,Beta,Night,8.0,6.95,322,9,75.0
2024-09-07,Gamma,Day,8.0,7.02,372,19,72.6
2024-09-07,Gamma,Evening,8.0,6.86,361,16,70.1
2024-09-07,Gamma,Night,8.0,6.93,373,13,67.4
2024-09-08,Alpha,Day,8.0,7.86,416,4,86.0
2024-09-08,Alpha,Evening,8.0,7.65,410,9,87.1
2024-09-08,Alpha,Night,8.0,7.57,331,5,86.3
2024-09-08,Beta,Day,8.0,7.01,404,9,80.2
2024-09-08,Beta,Evening,8.0,6.8,368,10,71.8
2024-09-08,Beta,Night,8.0,6.95,370,12,77.4
2024-09-08,Gamma,Day,8.0,7.03,379,16,63.6
2024-09-08,Gamma,Evening,8.0,6.66,309,11,70.0
2024-09-08,Gamma,Night,8.0,6.9,341,14,71.3
2024-09-09,Alpha,Day,8.0,7.5,339,3,91.1
2024-09-09,Alpha,Evening,8.0,6.97,344,4,89.9
2024-09-09,Alpha,Night,8.0,7.37,388,8,83.5
2024-09-09,Beta,Day,8.0,7.03,313,12,75.6
2024-09-09,Beta,Evening,8.0,7.11,410,12,65.5
2024-09-09,Beta,Night,8.0,6.74,290,8,79.8
2024-09-09,Gamma,Day,8.0,6.91,348,13,72.6
2024-09-09,Gamma,Evening,8.0,7.39,384,19,74.1
2024-09-09,Gamma,Night,8.0,6.71,355,15,74.7
2024-09-10,Alpha,Day,8.0,7.64,409,6,86.9
2024-09-10,Alpha,Evening,8.0,7.28,400,3,90.5
2024-09-10,Alpha,Night,8.0,7.28,395,8,84.1
2024-09-10,Beta,Day,8.0,6.57,391,10,76.7
2024-09-10,Beta,Evening,8.0,6.99,364,9,77.1
2024-09-10,Beta,Night,8.0,7.06,366,11,76.4
2024-09-10,Gamma,Day,8.0,6.58,288,13,75.6
2024-09-10,Gamma,Evening,8.0,6.76,341,12,77.9
2024-09-10,Gamma,Night,8.0,6.8,338,20,67.1
2024-09-11,Alpha,Day,8.0,7.23,352,8,94.1
2024-09-11,Alpha,Evening,8.0,7.28,404,7,88.0
2024-09-11,Alpha,Night,8.0,7.5,419,8,86.2
2024-09-11,Beta,Day,8.0,7.29,399,13,77.7
2024-09-11,Beta,Evening,8.0,7.02,379,12,75.4
2024-09-11,Beta,Night,8.0,7.32,410,13,65.6
2024-09-11,Gamma,Day,8.0,6.53,298,11,70.6
2024-09-11,Gamma,Evening,8.0,6.42,327,15,66.4
2024-09-11,Gamma,Night,8.0,6.8,389,19,67.2
2024-09-12,Alpha,Day,8.0,7.21,387,5,94.4
2024-09-12,Alpha,Evening,8.0,7.7,427,9,89.8
2024-09-12,Alpha,Night,8.0,7.34,396,5,89.1
2024-09-12,Beta,Day,8.0,7.32,403,9,64.3
2024-09-12,Beta,Evening,8.0,7.07,365,12,75.1
2024-09-12,Beta,Night,8.0,7.19,320,11,71.7
2024-09-12,Gamma,Day,8.0,6.87,347,12,73.6
2024-09-12,Gamma,Evening,8.0,6.93,387,20,68.2
2024-09-12,Gamma,Night,8.0,6.66,351,17,67.3
2024-09-13,Alpha,Day,8.0,7.34,393,5,89.2
2024-09-13,Alpha,Evening,8.0,7.43,382,3,83.7
2024-09-13,Alpha,Night,8.0,7.16,365,4,84.5
2024-09-13,Beta,Day,8.0,6.83,341,11,73.7
2024-09-13,Beta,Evening,8.0,7.43,401,12,73.6
2024-09-13,Beta,Night,8.0,7.69,443,11,79.1
2024-09-13,Gamma,Day,8.0,6.76,338,16,79.9
2024-09-13,Gamma,Evening,8.0,6.98,422,19,67.5
2024-09-13,Gamma,Night,8.0,6.33,338,14,74.0
2024-09-14,Alpha,Day,8.0,7.52,381,5,80.8
2024-09-14,Alpha,Evening,8.0,7.54,437,4,83.5
2024-09-14,Alpha,Night,8.0,7.23,412,5,86.9
2024-09-14,Beta,Day,8.0,6.49,369,13,70.1
2024-09-14,Beta,Evening,8.0,7.3,361,12,72.2
2024-09-14,Beta,Night,8.0,7.58,301,10,78.8
2024-09-14,Gamma,Day,8.0,6.93,379,18,69.2
2024-09-14,Gamma,Evening,8.0,6.62,352,17,65.3
2024-09-14,Gamma,Night,8.0,6.92,392,19,66.6
2024-09-15,Alpha,Day,8.0,7.81,349,7,81.2
2024-09-15,Alpha,Evening,8.0,7.87,359,7,86.1
2024-09-15,Alpha,Night,8.0,7.48,370,7,92.9
2024-09-15,Beta,Day,8.0,7.26,402,13,78.7
2024-09-15,Beta,Evening,8.0,6.97,372,12,79.8
2024-09-15,Beta,Night,8.0,7.04,386,11,76.3
2024-09-15,Gamma,Day,8.0,6.97,369,19,66.1
2024-09-15,Gamma,Evening,8.0,6.56,322,14,64.0
2024-09-15,Gamma,Night,8.0,6.55,314,12,72.2
2024-09-16,Alpha,Day,8.0,7.25,415,6,86.5
2024-09-16,Alpha,Evening,8.0,7.45,434,4,84.8
2024-09-16,Alpha,Night,8.0,7.4,373,8,89.5
2024-09-16,Beta,Day,8.0,7.07,349,9,69.2
2024-09-16,Beta,Evening,8.0,7.24,392,16,76.8
2024-09-16,Beta,Night,8.0,7.11,408,13,77.5
2024-09-16,Gamma,Day,8.0,7.16,380,19,73.5
2024-09-16,Gamma,Evening,8.0,6.62,275,12,67.9
2024-09-16,Gamma,Night,8.0,6.9,371,18,76.0
2024-09-17,Alpha,Day,8.0,7.47,433,4,86.0
2024-09-17,Alpha,Evening,8.0,7.44,333,8,89.0
2024-09-17,Alpha,Night,8.0,7.53,440,6,88.2
2024-09-17,Beta,Day,8.0,7.54,397,15,77.6
2024-09-17,Beta,Evening,8.0,7.0,380,12,69.6
2024-09-17,Beta,Night,8.0,7.12,357,11,73.9
2024-09-17,Gamma,Day,8.0,6.74,331,15,67.1
2024-09-17,Gamma,Evening,8.0,6.73,328,12,72.9
2024-09-17,Gamma,Night,8.0,6.91,354,15,66.3
2024-09-18,Alpha,Day,8.0,7.72,412,7,87.0
2024-09-18,Alpha,Evening,8.0,7.58,370,6,90.0
2024-09-18,Alpha,Night,8.0,7.28,350,7,87.9
2024-09-18,Beta,Day,8.0,7.24,382,11,71.8
2024-09-18,Beta,Evening,8.0,6.99,374,11,73.1
2024-09-18,Beta,Night,8.0,7.17,363,13,70.0
2024-09-18,Gamma,Day,8.0,6.84,346,14,67.6
2024-09-18,Gamma,Evening,8.0,6.72,368,16,65.3
2024-09-18,Gamma,Night,8.0,6.95,396,18,73.6
2024-09-19,Alpha,Day,8.0,7.46,357,3,75.9
2024-09-19,Alpha,Evening,8.0,7.18,344,5,85.9
2024-09-19,Alpha,Night,8.0,7.42,382,6,93.6
2024-09-19,Beta,Day,8.0,6.83,331,10,69.2
2024-09-19,Beta,Evening,8.0,7.37,387,12,80.2
2024-09-19,Beta,Night,8.0,7.28,408,14,71.7
2024-09-19,Gamma,Day,8.0,6.54,367,15,69.8
2024-09-19,Gamma,Evening,8.0,6.66,355,15,74.0
2024-09-19,Gamma,Night,8.0,6.33,291,13,74.0
2024-09-20,Alpha,Day,8.0,8.0,464,5,86.4
2024-09-20,Alpha,Evening,8.0,7.22,345,3,86.7
2024-09-20,Alpha,Night,8.0,7.39,402,6,92.5
2024-09-20,Beta,Day,8.0,7.3,442,16,72.5
2024-09-20,Beta,Evening,8.0,6.89,383,13,80.2
2024-09-20,Beta,Night,8.0,7.51,398,14,79.0
2024-09-20,Gamma,Day,8.0,6.32,308,11,69.3
2024-09-20,Gamma,Evening,8.0,6.67,362,18,69.6
2024-09-20,Gamma,Night,8.0,6.78,349,12,67.3
2024-09-21,Alpha,Day,8.0,7.04,322,5,89.3
2024-09-21,Alpha,Evening,8.0,7.15,339,4,87.6
2024-09-21,Alpha,Night,8.0,7.51,405,5,86.3
2024-09-21,Beta,Day,8.0,7.35,391,11,72.5
2024-09-21,Beta,Evening,8.0,6.48,317,10,76.7
2024-09-21,Beta,Night,8.0,6.96,405,11,69.9
2024-09-21,Gamma,Day,8.0,6.55,337,13,71.3
2024-09-21,Gamma,Evening,8.0,6.57,327,14,70.9
2024-09-21,Gamma,Night,8.0,6.66,296,16,71.0
2024-09-22,Alpha,Day,8.0,7.72,369,7,88.4
2024-09-22,Alpha,Evening,8.0,7.43,390,10,88.0
2024-09-22,Alpha,Night,8.0,7.58,371,9,85.3
2024-09-22,Beta,Day,8.0,7.15,367,9,78.1
2024-09-22,Beta,Evening,8.0,6.7,369,13,74.0
2024-09-22,Beta,Night,8.0,6.77,343,13,72.2
2024-09-22,Gamma,Day,8.0,6.54,365,16,77.3
2024-09-22,Gamma,Evening,8.0,6.73,333,13,61.3
2024-09-22,Gamma,Night,8.0,6.46,375,19,69.5
2024-09-23,Alpha,Day,8.0,7.29,432,9,86.9
2024-09-23,Alpha,Evening,8.0,7.52,385,5,90.1
2024-09-23,Alpha,Night,8.0,7.72,369,8,85.7
2024-09-23,Beta,Day,8.0,6.99,377,11,66.7
2024-09-23,Beta,Evening,8.0,7.39,353,9,75.6
2024-09-23,Beta,Night,8.0,6.95,325,12,70.3
2024-09-23,Gamma,Day,8.0,7.23,427,20,67.4
2024-09-23,Gamma,Evening,8.0,7.16,366,16,73.1
2024-09-23,Gamma,Night,8.0,6.72,319,14,64.1
2024-09-24,Alpha,Day,8.0,7.66,379,7,86.9
2024-09-24,Alpha,Evening,8.0,7.18,398,5,86.7
2024-09-24,Alpha,Night,8.0,7.53,441,10,81.6
2024-09-24,Beta,Day,8.0,6.96,345,9,73.8
2024-09-24,Beta,Evening,8.0,7.02,353,11,67.2
2024-09-24,Beta,Night,8.0,7.23,404,11,76.2
2024-09-24,Gamma,Day,8.0,7.12,362,17,75.7
2024-09-24,Gamma,Evening,8.0,6.62,319,11,75.6
2024-09-24,Gamma,Night,8.0,7.03,347,14,72.7
2024-09-25,Alpha,Day,8.0,7.02,374,5,89.4
2024-09-25,Alpha,Evening,8.0,7.67,405,5,88.3
2024-09-25,Alpha,Night,8.0,7.45,368,5,85.0
2024-09-25,Beta,Day,8.0,7.09,341,10,71.4
2024-09-25,Beta,Evening,8.0,7.11,376,13,73.5
2024-09-25,Beta,Night,8.0,6.79,382,14,76.9
2024-09-25,Gamma,Day,8.0,6.8,345,17,65.5
2024-09-25,Gamma,Evening,8.0,6.95,345,16,67.1
2024-09-25,Gamma,Night,8.0,6.91,348,14,71.0
2024-09-26,Alpha,Day,8.0,7.53,421,4,85.7
2024-09-26,Alpha,Evening,8.0,7.0,360,2,84.6
2024-09-26,Alpha,Night,8.0,7.24,378,7,78.1
2024-09-26,Beta,Day,8.0,7.25,345,10,69.4
2024-09-26,Beta,Evening,8.0,7.47,367,11,72.1
2024-09-26,Beta,Night,8.0,6.95,375,11,67.8
2024-09-26,Gamma,Day,8.0,7.15,331,17,68.6
2024-09-26,Gamma,Evening,8.0,6.53,343,14,69.0
2024-09-26,Gamma,Night,8.0,6.79,368,18,69.0
2024-09-27,Alpha,Day,8.0,7.42,388,5,85.1
2024-09-27,Alpha,Evening,8.0,7.49,400,7,81.0
2024-09-27,Alpha,Night,8.0,7.43,369,6,86.2
2024-09-27,Beta,Day,8.0,7.41,394,11,72.8
2024-09-27,Beta,Evening,8.0,7.28,384,9,77.4
2024-09-27,Beta,Night,8.0,7.27,416,12,70.8
2024-09-27,Gamma,Day,8.0,6.2,312,12,74.4
2024-09-27,Gamma,Evening,8.0,6.65,364,16,72.1
2024-09-27,Gamma,Night,8.0,6.55,284,12,70.4
2024-09-28,Alpha,Day,8.0,7.3,320,6,80.1
2024-09-28,Alpha,Evening,8.0,7.78,412,9,83.4
2024-09-28,Alpha,Night,8.0,7.59,399,7,90.0
2024-09-28,Beta,Day,8.0,7.39,381,12,72.7
2024-09-28,Beta,Evening,8.0,6.71,322,8,73.9
2024-09-28,Beta,Night,8.0,6.87,371,13,76.1
2024-09-28,Gamma,Day,8.0,6.71,327,15,78.7
2024-09-28,Gamma,Evening,8.0,6.85,334,13,71.4
2024-09-28,Gamma,Night,8.0,6.71,376,18,68.1
2024-09-29,Alpha,Day,8.0,7.54,361,6,87.0
2024-09-29,Alpha,Evening,8.0,7.45,339,3,89.8
2024-09-29,Alpha,Night,8.0,7.81,360,5,86.4
2024-09-29,Beta,Day,8.0,6.74,321,9,70.7
2024-09-29,Beta,Evening,8.0,6.86,387,10,77.0
2024-09-29,Beta,Night,8.0,6.9,343,11,76.2
2024-09-29,Gamma,Day,8.0,6.84,399,16,69.0
2024-09-29,Gamma,Evening,8.0,6.63,354,17,70.3
2024-09-29,Gamma,Night,8.0,6.62,346,14,69.5
2024-09-30,Alpha,Day,8.0,7.62,415,6,88.9
2024-09-30,Alpha,Evening,8.0,7.72,417,9,87.8
2024-09-30,Alpha,Night,8.0,7.35,388,3,84.9
2024-09-30,Beta,Day,8.0,7.03,411,11,74.0
2024-09-30,Beta,Evening,8.0,6.58,356,11,73.8
2024-09-30,Beta,Night,8.0,6.95,380,15,78.9
2024-09-30,Gamma,Day,8.0,6.79,312,15,68.7
2024-09-30,Gamma,Evening,8.0,6.45,334,17,60.7
2024-09-30,Gamma,Night,8.0,6.41,323,13,63.4
2024-10-01,Alpha,Day,8.0,7.05,399,8,84.0
2024-10-01,Alpha,Evening,8.0,7.61,403,7,90.2
2024-10-01,Alpha,Night,8.0,7.37,382,8,90.3
2024-10-01,Beta,Day,8.0,7.21,433,17,72.9
2024-10-01,Beta,Evening,8.0,6.95,358,12,78.7
2024-10-01,Beta,Night,8.0,6.75,345,9,69.9
2024-10-01,Gamma,Day,8.0,6.47,338,13,74.1
2024-10-01,Gamma,Evening,8.0,6.48,304,11,69.2
2024-10-01,Gamma,Night,8.0,6.52,275,15,65.3
2024-10-02,Alpha,Day,8.0,7.3,370,5,90.2
2024-10-02,Alpha,Evening,8.0,7.88,368,5,89.3
2024-10-02,Alpha,Night,8.0,7.4,370,7,93.6
2024-10-02,Beta,Day,8.0,6.86,344,11,69.5
2024-10-02,Beta,Evening,8.0,6.68,334,11,74.3
2024-10-02,Beta,Night,8.0,7.14,404,14,67.6
2024-10-02,Gamma,Day,8.0,6.85,369,13,66.0
2024-10-02,Gamma,Evening,8.0,6.75,365,15,63.4
2024-10-02,Gamma,Night,8.0,6.45,316,14,75.9
2024-10-03,Alpha,Day,8.0,7.82,420,8,86.0
2024-10-03,Alpha,Evening,8.0,7.38,382,8,85.3
2024-10-03,Alpha,Night,8.0,7.72,399,6,88.3
2024-10-03,Beta,Day,8.0,7.47,419,12,75.8
2024-10-03,Beta,Evening,8.0,7.12,373,12,76.2
2024-10-03,Beta,Night,8.0,7.11,347,9,75.3
2024-10-03,Gamma,Day,8.0,6.75,340,22,74.3
2024-10-03,Gamma,Evening,8.0,6.79,327,12,68.4
2024-10-03,Gamma,Night,8.0,6.7,375,16,64.5
2024-10-04,Alpha,Day,8.0,7.55,446,5,93.5
2024-10-04,Alpha,Evening,8.0,7.74,429,10,86.2
2024-10-04,Alpha,Night,8.0,7.72,419,4,82.0
2024-10-04,Beta,Day,8.0,7.03,381,9,76.6
2024-10-04,Beta,Evening,8.0,7.53,364,11,73.3
2024-10-04,Beta,Night,8.0,7.57,381,12,64.1
2024-10-04,Gamma,Day,8.0,6.56,365,20,70.8
2024-10-04,Gamma,Evening,8.0,7.16,336,14,65.1
2024-10-04,Gamma,Night,8.0,6.9,376,17,68.3
2024-10-05,Alpha,Day,8.0,7.28,371,5,87.0
2024-10-05,Alpha,Evening,8.0,7.39,345,2,87.0
2024-10-05,Alpha,Night,8.0,7.24,400,5,90.3
2024-10-05,Beta,Day,8.0,7.15,301,10,74.4
2024-10-05,Beta,Evening,8.0,7.0,400,13,73.4
2024-10-05,Beta,Night,8.0,7.26,378,12,79.1
2024-10-05,Gamma,Day,8.0,6.44,291,14,68.9
2024-10-05,Gamma,Evening,8.0,6.89,368,16,69.2
2024-10-05,Gamma,Night,8.0,6.84,370,19,71.5
2024-10-06,Alpha,Day,8.0,7.07,380,4,85.3
2024-10-06,Alpha,Evening,8.0,7.5,367,7,90.6
2024-10-06,Alpha,Night,8.0,7.76,433,9,88.7
2024-10-06,Beta,Day,8.0,7.4,353,8,84.1
2024-10-06,Beta,Evening,8.0,7.36,347,15,75.2
2024-10-06,Beta,Night,8.0,7.54,354,8,77.7
2024-10-06,Gamma,Day,8.0,7.09,378,19,77.3
2024-10-06,Gamma,Evening,8.0,6.82,358,16,63.4
2024-10-06,Gamma,Night,8.0,6.94,346,17,69.0
2024-10-07,Alpha,Day,8.0,8.0,405,9,88.2
2024-10-07,Alpha,Evening,8.0,7.52,403,3,86.9
2024-10-07,Alpha,Night,8.0,7.26,376,8,86.4
2024-10-07,Beta,Day,8.0,7.54,406,11,79.9
2024-10-07,Beta,Evening,8.0,6.92,366,9,73.6
2024-10-07,Beta,Night,8.0,6.75,349,10,70.6
2024-10-07,Gamma,Day,8.0,6.19,353,18,69.3
2024-10-07,Gamma,Evening,8.0,6.81,372,16,69.0
2024-10-07,Gamma,Night,8.0,6.5,294,14,73.6
2024-10-08,Alpha,Day,8.0,8.0,349,7,80.3
2024-10-08,Alpha,Evening,8.0,7.49,388,6,93.5
2024-10-08,Alpha,Night,8.0,7.45,436,8,86.2
2024-10-08,Beta,Day,8.0,7.0,361,10,73.9
2024-10-08,Beta,Evening,8.0,7.32,412,12,85.3
2024-10-08,Beta,Night,8.0,6.42,293,8,76.4
2024-10-08,Gamma,Day,8.0,6.99,402,17,71.3
2024-10-08,Gamma,Evening,8.0,6.77,338,13,71.1
2024-10-08,Gamma,Night,8.0,7.02,372,16,71.7
2024-10-09,Alpha,Day,8.0,7.54,420,10,90.1
2024-10-09,Alpha,Evening,8.0,7.18,379,7,84.2
2024-10-09,Alpha,Night,8.0,7.58,437,7,87.3
2024-10-09,Beta,Day,8.0,6.59,324,10,70.4
2024-10-09,Beta,Evening,8.0,6.76,319,7,77.2
2024-10-09,Beta,Night,8.0,6.78,379,11,72.8
2024-10-09,Gamma,Day,8.0,6.89,293,12,69.5
2024-10-09,Gamma,Evening,8.0,7.02,342,16,73.7
2024-10-09,Gamma,Night,8.0,7.21,375,15,69.7
2024-10-10,Alpha,Day,8.0,7.47,394,8,84.5
2024-10-10,Alpha,Evening,8.0,7.17,393,5,81.0
2024-10-10,Alpha,Night,8.0,7.27,380,6,87.0
2024-10-10,Beta,Day,8.0,7.22,368,12,71.7
2024-10-10,Beta,Evening,8.0,7.43,378,8,71.0
2024-10-10,Beta,Night,8.0,6.91,361,11,78.9
2024-10-10,Gamma,Day,8.0,7.04,381,19,66.8
2024-10-10,Gamma,Evening,8.0,6.72,314,15,73.5
2024-10-10,Gamma,Night,8.0,6.66,331,13,61.2
2024-10-11,Alpha,Day,8.0,7.83,431,7,84.2
2024-10-11,Alpha,Evening,8.0,7.16,365,7,86.8
2024-10-11,Alpha,Night,8.0,7.14,387,8,82.7
2024-10-11,Beta,Day,8.0,7.12,331,9,75.4
2024-10-11,Beta,Evening,8.0,7.01,392,12,72.7
2024-10-11,Beta,Night,8.0,6.82,385,11,75.6
2024-10-11,Gamma,Day,8.0,6.56,359,12,73.6
2024-10-11,Gamma,Evening,8.0,7.24,379,15,69.0
2024-10-11,Gamma,Night,8.0,6.76,301,14,70.6
2024-10-12,Alpha,Day,8.0,7.62,339,8,89.9
2024-10-12,Alpha,Evening,8.0,7.21,355,8,93.5
2024-10-12,Alpha,Night,8.0,7.7,430,7,80.8
2024-10-12,Beta,Day,8.0,7.13,418,11,71.6
2024-10-12,Beta,Evening,8.0,6.98,367,9,69.7
2024-10-12,Beta,Night,8.0,6.7,364,14,72.2
2024-10-12,Gamma,Day,8.0,7.25,322,14,76.1
2024-10-12,Gamma,Evening,8.0,6.87,379,20,70.2
2024-10-12,Gamma,Night,8.0,6.72,365,16,66.6
2024-10-13,Alpha,Day,8.0,7.7,379,9,86.7
2024-10-13,Alpha,Evening,8.0,7.71,389,6,94.1
2024-10-13,Alpha,Night,8.0,7.34,413,7,86.4
2024-10-13,Beta,Day,8.0,7.25,355,11,79.8
2024-10-13,Beta,Evening,8.0,7.38,381,12,75.4
2024-10-13,Beta,Night,8.0,6.77,319,8,77.3
2024-10-13,Gamma,Day,8.0,6.89,321,16,71.8
2024-10-13,Gamma,Evening,8.0,6.97,390,19,69.6
2024-10-13,Gamma,Night,8.0,6.76,290,14,73.4
2024-10-14,Alpha,Day,8.0,7.51,372,9,90.7
2024-10-14,Alpha,Evening,8.0,7.39,404,9,83.0
2024-10-14,Alpha,Night,8.0,7.61,377,6,87.7
2024-10-14,Beta,Day,8.0,6.82,355,10,75.7
2024-10-14,Beta,Evening,8.0,7.24,361,10,75.2
2024-10-14,Beta,Night,8.0,6.85,338,9,71.9
2024-10-14,Gamma,Day,8.0,6.8,351,12,67.7
2024-10-14,Gamma,Evening,8.0,7.07,372,15,74.3
2024-10-14,Gamma,Night,8.0,7.09,341,17,68.2
2024-10-15,Alpha,Day,8.0,7.77,418,6,88.5
2024-10-15,Alpha,Evening,8.0,7.43,364,7,88.7
2024-10-15,Alpha,Night,8.0,7.56,366,5,83.7
2024-10-15,Beta,Day,8.0,6.99,397,9,73.3
2024-10-15,Beta,Evening,8.0,7.05,415,11,77.9
2024-10-15,Beta,Night,8.0,7.0,394,10,78.9
2024-10-15,Gamma,Day,8.0,6.74,346,17,70.4
2024-10-15,Gamma,Evening,8.0,6.77,331,15,67.7
2024-10-15,Gamma,Night,8.0,6.89,341,15,65.7
2024-10-16,Alpha,Day,8.0,7.46,376,8,82.2
2024-10-16,Alpha,Evening,8.0,7.58,409,10,87.1
2024-10-16,Alpha,Night,8.0,7.57,334,7,88.2
2024-10-16,Beta,Day,8.0,7.21,368,12,71.6
2024-10-16,Beta,Evening,8.0,6.87,380,12,74.8
2024-10-16,Beta,Night,8.0,7.16,376,11,76.3
2024-10-16,Gamma,Day,8.0,6.63,350,14,78.7
2024-10-16,Gamma,Evening,8.0,6.81,364,17,68.3
2024-10-16,Gamma,Night,8.0,6.67,343,14,72.7
2024-10-17,Alpha,Day,8.0,7.73,395,7,89.5
2024-10-17,Alpha,Evening,8.0,7.44,463,7,84.8
2024-10-17,Alpha,Night,8.0,7.35,398,5,83.8
2024-10-17,Beta,Day,8.0,6.89,341,10,76.0
2024-10-17,Beta,Evening,8.0,6.88,377,8,71.8
2024-10-17,Beta,Night,8.0,6.89,325,11,73.4
2024-10-17,Gamma,Day,8.0,6.8,330,11,70.6
2024-10-17,Gamma,Evening,8.0,7.0,380,20,71.7
2024-10-17,Gamma,Night,8.0,7.15,345,15,75.0
2024-10-18,Alpha,Day,8.0,7.56,362,6,92.7
2024-10-18,Alpha,Evening,8.0,7.18,312,5,87.2
2024-10-18,Alpha,Night,8.0,7.63,398,5,89.7
2024-10-18,Beta,Day,8.0,7.38,377,14,77.2
2024-10-18,Beta,Evening,8.0,6.72,351,10,67.8
2024-10-18,Beta,Night,8.0,6.81,285,10,76.3
2024-10-18,Gamma,Day,8.0,6.71,371,19,71.4
